age,ielts_score,CGPA,work_experience,financial_status,interview_country,visa_approved
20,5.9,2.75,0,Medium,UK,0
20,6.9,3.23,5,High,USA,1
30,5.1,2.49,4,High,UK,0
34,7.0,3.32,3,High,Germany,1
21,5.4,2.26,5,Low,Canada,0
25,6.1,3.3,2,Medium,USA,0
25,6.3,3.43,3,Medium,UK,0
33,5.3,3.4,3,High,USA,0
22,6.4,3.55,3,Medium,UK,0
31,7.0,3.03,4,Low,Germany,0
23,6.7,3.73,4,Low,Germany,0
31,6.1,2.47,2,Low,UK,0
32,6.2,2.77,5,Medium,Germany,0
21,7.5,3.91,0,High,USA,0
21,7.9,3.58,3,Medium,USA,1
34,7.3,3.49,4,Medium,USA,1
26,8.9,3.42,2,Medium,USA,1
32,8.8,2.22,0,High,Canada,0
20,5.4,3.9,3,Low,Canada,0
26,6.0,2.58,2,High,Canada,0
33,8.5,2.29,2,High,UK,0
31,5.1,2.04,5,High,Canada,0
33,7.4,2.77,2,High,USA,0
31,8.8,3.35,4,High,USA,1
33,7.7,2.78,1,High,Germany,0
20,5.4,3.62,3,Low,USA,0
33,8.0,2.36,1,High,USA,0
25,6.5,2.34,0,Medium,Germany,0
22,8.7,2.53,5,Medium,Australia,0
27,6.1,2.11,5,Medium,Australia,0
25,6.9,3.68,5,Medium,Germany,1
30,8.0,2.27,4,Medium,USA,0
21,6.0,2.76,0,Medium,UK,0
27,5.7,2.93,4,Medium,USA,0
24,5.0,2.47,3,Medium,Australia,0
27,7.0,3.77,5,Medium,Australia,1
27,8.7,3.47,4,Medium,Australia,1
25,6.1,2.06,1,Medium,UK,0
21,5.2,2.88,2,Low,Australia,0
27,7.5,2.28,4,High,Germany,0
34,5.2,3.28,3,Low,Canada,0
34,7.0,2.99,2,Low,Australia,0
30,6.5,3.62,3,High,Australia,0
25,6.9,3.37,1,Medium,UK,1
25,5.7,3.64,3,Low,Germany,0
27,5.4,3.75,5,Medium,Australia,0
20,8.0,2.36,1,High,USA,0
21,6.0,3.17,5,Medium,USA,0
31,8.2,2.32,2,Medium,Canada,0
31,8.0,2.49,2,High,USA,0
28,5.8,2.45,2,Medium,UK,0
30,8.6,2.71,3,Low,Australia,0
31,5.6,3.58,2,Medium,USA,0
27,8.2,2.63,0,High,USA,0
31,6.7,3.49,3,Medium,USA,1
26,5.7,2.0,3,Medium,Australia,0
26,8.8,3.16,1,Medium,USA,1
24,8.9,2.56,4,High,UK,0
21,7.0,3.48,2,Medium,USA,1
30,6.9,3.98,1,High,Australia,1
25,8.6,3.06,3,Medium,Canada,1
29,7.4,3.07,2,Medium,USA,1
22,6.1,3.95,2,Medium,USA,0
23,6.7,2.72,4,Medium,USA,0
32,8.3,2.79,4,High,Canada,0
29,8.4,3.39,1,Low,USA,0
31,8.8,2.99,3,High,USA,0
30,6.2,3.54,5,High,UK,0
21,7.7,2.82,5,High,Australia,0
33,5.3,3.38,3,Medium,UK,0
21,7.9,3.54,5,Medium,USA,1
31,7.3,3.29,4,High,Australia,1
27,6.0,2.4,5,High,UK,0
27,7.6,3.03,0,Medium,Canada,0
29,5.5,3.93,3,Low,Canada,0
25,6.3,2.21,2,Low,Canada,0
32,6.6,3.41,4,Medium,UK,1
24,8.1,3.58,1,Medium,USA,1
27,6.2,3.35,1,High,Germany,0
23,5.2,2.23,5,High,UK,0
30,5.7,2.15,3,High,UK,0
23,7.4,3.01,0,High,USA,0
24,5.1,2.64,0,High,UK,0
20,8.2,2.78,1,Medium,Australia,0
20,8.6,2.55,0,Medium,USA,0
21,7.0,3.64,1,High,Canada,1
33,7.8,3.7,2,High,Australia,1
27,6.9,2.03,2,Low,Canada,0
26,6.2,3.63,5,High,Germany,0
34,5.7,3.35,5,Medium,UK,0
34,7.1,2.91,0,Medium,UK,0
29,8.7,2.17,3,Medium,USA,0
28,8.6,3.34,3,Medium,USA,1
24,8.7,2.53,3,High,Australia,0
21,8.9,3.1,4,Medium,UK,1
26,5.7,2.44,2,High,UK,0
34,5.6,3.76,4,Medium,Australia,0
27,6.7,2.7,4,Medium,Canada,0
31,7.8,3.37,3,High,UK,1
26,6.8,2.99,4,High,USA,0
33,8.6,3.83,3,Medium,USA,1
26,7.9,2.46,3,Medium,UK,0
31,7.5,3.91,5,Low,Canada,0
34,5.3,3.5,0,Low,UK,0
33,5.7,3.4,2,Medium,USA,0
24,6.7,3.68,3,Medium,Australia,1
21,8.9,3.3,4,Medium,Australia,1
25,6.3,2.22,0,High,Germany,0
23,7.5,3.4,3,Medium,Germany,1
29,9.0,2.88,0,Medium,Canada,0
21,6.1,3.11,1,Medium,UK,0
31,5.7,2.82,5,Medium,UK,0
28,7.2,2.34,3,High,USA,0
26,7.2,2.97,2,Low,USA,0
25,8.7,2.13,0,Medium,UK,0
31,5.1,2.11,5,Medium,USA,0
24,6.6,3.07,2,Low,USA,0
22,6.2,2.36,5,Medium,UK,0
31,7.3,3.25,0,Medium,Canada,0
34,5.0,2.38,2,Low,Australia,0
34,7.8,3.61,5,High,Canada,1
29,6.9,2.29,4,Medium,UK,0
29,7.8,2.89,4,Medium,UK,0
23,6.8,2.93,4,High,Australia,0
22,6.9,3.24,3,Medium,Canada,1
31,8.6,2.8,1,Low,USA,0
30,5.8,3.31,2,Medium,Canada,0
27,5.9,3.53,5,Medium,USA,0
22,7.2,2.25,3,High,Australia,0
26,7.6,2.15,1,Medium,UK,0
26,6.4,3.35,1,High,Canada,0
26,7.1,3.71,1,Medium,USA,1
32,5.9,2.96,5,High,Australia,0
26,5.5,3.27,3,Medium,UK,0
33,6.0,2.6,4,High,USA,0
21,8.7,3.75,5,High,USA,1
29,8.2,3.54,4,Low,Australia,0
22,5.6,3.17,5,Low,Australia,0
29,5.2,2.61,0,High,USA,0
28,5.4,2.88,1,Medium,Australia,0
22,6.2,2.56,4,Low,Canada,0
21,8.2,2.86,3,High,Australia,0
28,6.3,2.1,2,High,UK,0
32,5.7,2.21,4,Medium,USA,0
29,6.6,2.43,2,High,USA,0
28,5.5,3.81,3,Medium,Germany,0
23,6.9,2.93,1,High,USA,0
33,7.7,2.96,2,High,Germany,0
31,6.5,3.06,5,Low,UK,0
28,5.7,3.0,2,Medium,UK,0
22,6.8,2.17,3,Low,Germany,0
26,8.0,2.65,1,Low,USA,0
26,5.3,2.13,4,Medium,Australia,0
34,5.3,2.14,4,High,USA,0
30,6.3,2.15,5,Medium,Australia,0
27,6.7,3.79,1,High,USA,1
29,5.9,2.44,1,Low,Australia,0
34,5.1,2.13,5,Medium,UK,0
23,5.9,2.01,3,Medium,Canada,0
22,6.7,3.23,4,Medium,Australia,1
22,5.3,3.23,5,Medium,Australia,0
34,7.9,2.53,4,Medium,Germany,0
31,7.2,2.56,5,Medium,Australia,0
24,6.7,2.68,0,High,UK,0
30,7.1,2.71,5,Medium,UK,0
34,7.6,3.55,5,Medium,Australia,1
33,9.0,3.88,2,Low,UK,0
20,8.1,3.18,0,High,UK,0
29,7.2,2.78,3,High,Australia,0
22,8.1,2.59,0,High,USA,0
33,6.9,3.66,1,Medium,USA,1
25,6.2,2.18,5,Medium,Germany,0
22,6.0,2.87,5,Medium,USA,0
24,6.6,3.33,5,Medium,USA,1
28,5.0,2.5,2,Medium,Canada,0
21,5.7,2.27,5,High,Australia,0
30,5.5,3.3,2,Medium,UK,0
21,8.8,3.2,3,High,Canada,1
31,5.3,3.24,3,Medium,Canada,0
25,7.0,3.96,2,Low,UK,0
25,8.7,2.65,3,High,USA,0
30,7.4,3.97,2,High,Germany,1
30,7.0,2.09,2,Medium,Germany,0
27,8.0,2.08,4,High,Canada,0
31,6.4,3.72,1,Medium,USA,0
32,5.8,2.64,2,Low,Australia,0
30,8.4,2.71,0,Medium,USA,0
33,5.2,2.1,5,High,Canada,0
21,8.2,2.0,2,High,UK,0
28,5.4,3.27,5,Medium,USA,0
34,7.5,3.05,5,High,USA,1
21,6.9,3.46,4,High,USA,1
32,9.0,2.45,5,Low,Australia,0
20,6.6,3.69,2,Low,Australia,0
29,8.8,2.52,2,Medium,USA,0
21,6.6,2.9,4,Medium,UK,0
31,7.7,2.74,1,Low,USA,0
26,7.6,3.71,5,Medium,Germany,1
27,5.3,3.64,3,Medium,USA,0
24,8.0,2.88,4,Low,UK,0
25,5.8,2.71,5,Low,USA,0
31,6.6,3.57,3,Medium,Germany,1
20,8.1,2.43,5,Medium,Australia,0
34,8.8,3.88,3,Medium,UK,1
25,7.2,2.64,0,Low,UK,0
31,7.1,2.93,5,Medium,USA,0
34,7.0,3.62,2,Medium,UK,1
27,8.3,3.59,5,Medium,Canada,1
32,9.0,3.39,3,High,UK,1
22,7.5,2.23,3,Low,USA,0
30,6.5,2.48,3,Low,USA,0
20,5.9,3.43,5,Low,UK,0
30,5.8,3.72,0,Medium,Australia,0
23,8.4,2.34,5,Low,USA,0
20,9.0,3.98,4,Low,Canada,0
33,7.8,3.24,3,High,UK,1
27,8.8,3.64,1,Medium,USA,1
24,6.4,3.57,5,Medium,Canada,0
20,7.5,2.21,0,Low,Australia,0
33,7.0,2.69,1,Medium,UK,0
27,6.9,2.92,4,Medium,Canada,0
28,7.5,2.52,1,High,Australia,0
29,6.2,3.36,2,High,UK,0
21,7.6,3.12,1,Medium,USA,1
28,7.7,3.96,1,Low,USA,0
27,8.3,2.37,1,Medium,Australia,0
26,7.9,3.12,0,Medium,UK,0
22,6.3,3.8,4,Low,USA,0
21,6.8,2.08,2,Low,Canada,0
26,5.5,3.0,4,Low,Canada,0
34,6.0,2.43,1,Low,UK,0
24,7.1,3.92,1,Medium,UK,1
25,5.4,3.33,5,Medium,UK,0
23,7.3,2.55,1,Medium,Germany,0
21,6.6,3.98,5,Medium,Canada,1
28,5.1,2.44,3,Medium,UK,0
22,6.7,2.66,4,High,Australia,0
31,6.1,3.35,2,Medium,USA,0
33,5.3,3.14,1,Medium,USA,0
26,6.2,3.65,2,High,Canada,0
33,6.2,3.34,0,Medium,Canada,0
27,6.4,3.16,3,Low,UK,0
21,6.5,2.67,4,Low,Canada,0
33,6.7,2.59,4,Low,Canada,0
25,5.4,2.2,5,Medium,Canada,0
30,5.0,2.81,2,Medium,USA,0
27,7.9,3.58,1,High,UK,1
26,6.3,2.57,3,High,UK,0
30,7.5,3.76,2,Medium,USA,1
22,6.2,3.6,5,Medium,Australia,0
20,8.9,4.0,0,Low,Australia,0
33,6.3,3.45,2,Low,UK,0
25,7.4,2.1,5,Medium,USA,0
27,5.9,3.19,1,Medium,UK,0
25,7.1,2.6,2,Medium,USA,0
24,7.3,3.9,4,Medium,Australia,1
30,5.7,3.42,1,Low,USA,0
31,5.5,3.57,2,High,USA,0
27,8.9,3.12,2,Low,UK,0
21,8.6,3.93,2,Medium,Canada,1
34,7.6,2.34,4,Medium,UK,0
31,8.4,2.78,4,Medium,Canada,0
34,5.4,3.0,2,Medium,Australia,0
20,7.9,3.11,5,High,Australia,1
20,6.1,3.55,3,Low,USA,0
34,7.2,3.46,0,Low,UK,0
33,8.1,2.11,3,Medium,Australia,0
23,5.1,3.45,5,Medium,Canada,0
25,7.8,2.52,0,High,UK,0
32,6.7,2.83,2,Medium,Canada,0
28,6.8,2.9,1,Medium,Canada,0
20,8.6,3.39,5,Medium,UK,1
31,8.4,3.36,4,Medium,USA,1
20,5.2,2.76,3,High,USA,0
32,7.5,3.63,4,Medium,UK,1
32,6.7,2.24,5,High,Canada,0
24,5.5,2.47,4,Medium,USA,0
29,8.4,2.85,4,High,UK,0
24,5.3,2.44,0,Medium,USA,0
24,5.1,3.86,1,Low,USA,0
29,5.8,3.86,2,Medium,UK,0
25,6.2,2.34,3,High,Canada,0
27,5.2,2.83,1,High,Canada,0
22,7.6,3.98,5,Medium,Canada,1
28,6.7,2.04,4,Low,Germany,0
32,6.6,2.09,0,Low,USA,0
20,5.6,3.69,4,Medium,UK,0
23,6.8,2.76,0,High,Canada,0
28,6.6,3.46,4,Medium,USA,1
34,6.5,3.24,1,Low,USA,0
33,5.9,3.39,3,Low,Canada,0
27,5.4,2.39,3,Medium,Australia,0
29,6.0,3.09,5,High,UK,0
28,7.7,3.29,0,Low,Canada,0
20,5.3,3.1,4,Medium,Germany,0
28,6.5,3.89,2,Medium,Australia,0
22,7.1,2.03,2,Medium,USA,0
30,8.9,2.43,4,Medium,Germany,0
31,8.4,2.15,5,Medium,Canada,0
29,8.7,3.93,3,High,USA,1
28,8.3,2.47,3,Low,USA,0
20,7.4,3.48,3,Low,Canada,0
20,8.4,2.29,4,Low,Australia,0
28,7.3,2.1,4,Medium,Canada,0
30,6.4,2.38,3,Medium,Canada,0
33,6.5,2.55,4,Medium,USA,0
25,7.3,2.92,3,Medium,Canada,0
23,8.2,2.04,4,High,Canada,0
26,5.5,3.23,4,Low,UK,0
24,5.2,3.31,1,High,USA,0
29,8.2,2.58,4,High,Canada,0
33,7.6,2.53,1,Low,Canada,0
26,8.3,2.38,4,Medium,UK,0
27,8.9,2.43,5,Medium,Germany,0
27,6.0,3.3,2,Medium,Canada,0
20,5.8,3.21,4,High,Germany,0
27,6.4,3.83,2,Medium,Canada,0
25,8.5,3.65,5,Medium,USA,1
23,5.1,3.15,4,High,Canada,0
32,5.0,2.33,1,Medium,Australia,0
33,5.9,2.65,4,High,Australia,0
31,6.5,2.95,0,Medium,USA,0
27,6.2,2.84,0,Low,USA,0
22,8.3,2.13,0,Medium,USA,0
32,7.8,2.72,2,Medium,Canada,0
23,8.4,2.38,2,Low,UK,0
34,6.5,3.15,5,High,Australia,0
25,7.4,3.86,5,Medium,Australia,1
30,7.1,2.28,3,Low,Australia,0
26,6.9,3.72,1,Medium,Canada,1
23,6.2,2.52,4,High,Canada,0
23,7.8,3.38,5,Low,USA,0
26,7.1,3.21,0,Medium,Canada,0
25,5.3,2.44,2,High,UK,0
32,5.0,2.74,4,Low,USA,0
30,5.1,3.09,5,High,Canada,0
27,5.3,3.82,5,Medium,Canada,0
20,6.5,2.37,4,Medium,USA,0
29,6.2,2.69,1,Low,Germany,0
32,5.6,3.99,5,Medium,USA,0
30,7.1,3.58,2,Medium,USA,1
26,8.9,2.77,0,High,Australia,0
31,5.6,2.28,3,Medium,Australia,0
26,6.0,3.0,5,Medium,UK,0
30,6.8,3.17,0,High,Canada,0
26,7.6,2.52,5,Medium,UK,0
26,7.4,3.42,4,Low,UK,0
29,7.1,3.08,2,High,Germany,1
33,7.9,2.73,0,High,Australia,0
29,8.4,2.58,3,Medium,Canada,0
27,9.0,2.57,1,High,USA,0
28,6.9,3.58,2,Medium,UK,1
28,9.0,3.0,0,High,Germany,0
21,7.9,2.57,4,Medium,Canada,0
32,7.6,3.58,4,High,Canada,1
32,7.6,2.04,2,High,UK,0
26,8.6,3.99,1,High,USA,1
26,8.8,3.78,2,High,Canada,1
23,5.7,3.49,3,Low,Germany,0
28,7.0,2.53,0,High,Canada,0
27,8.8,3.78,5,Medium,UK,1
31,6.5,3.63,5,High,Australia,0
20,5.9,3.6,1,High,Australia,0
21,5.4,2.35,1,Medium,UK,0
32,7.4,3.23,2,Medium,UK,1
34,7.8,3.8,4,Low,Canada,0
32,5.8,3.01,1,High,Canada,0
21,7.7,3.1,0,Medium,UK,0
31,8.6,2.82,3,Low,USA,0
31,6.0,3.34,0,Low,UK,0
30,5.5,3.72,1,High,UK,0
34,8.3,3.02,3,Medium,USA,1
34,8.7,3.94,4,Medium,USA,1
27,5.9,2.81,2,Medium,Canada,0
34,7.9,2.24,2,High,Australia,0
20,7.4,2.03,3,Medium,USA,0
23,6.0,3.16,2,High,Australia,0
29,8.3,3.63,0,Medium,Germany,0
31,6.9,3.7,5,High,Australia,1
24,7.8,3.93,3,Low,UK,0
28,6.2,3.05,3,High,Australia,0
26,8.3,2.42,1,High,UK,0
27,6.1,3.36,0,High,UK,0
33,6.5,3.79,1,Low,UK,0
30,6.6,2.37,5,High,Canada,0
28,5.8,2.7,5,Medium,USA,0
32,8.5,3.57,5,High,Australia,1
26,5.5,2.47,3,Low,Canada,0
24,7.3,3.8,0,Low,Germany,0
32,8.3,3.68,3,Low,Canada,0
34,7.3,3.01,5,Low,Australia,0
24,6.3,4.0,4,Medium,Canada,0
29,8.1,2.59,2,Low,Canada,0
30,7.0,3.86,1,High,Australia,1
25,5.7,2.58,4,Medium,UK,0
24,6.3,3.39,0,Low,USA,0
32,7.4,3.51,3,Low,UK,0
31,7.6,3.3,2,Medium,Canada,1
30,7.2,3.07,0,Medium,Canada,0
28,6.1,3.31,0,Low,USA,0
22,7.4,2.05,0,Low,Canada,0
22,6.3,3.76,5,Medium,UK,0
34,5.9,3.07,2,Medium,Canada,0
26,8.8,2.97,2,Medium,Germany,0
26,6.3,3.15,0,High,USA,0
25,6.3,3.14,5,High,USA,0
22,8.6,3.46,0,Medium,Germany,0
33,5.6,2.17,1,High,Australia,0
32,7.3,3.88,1,Low,UK,0
26,8.1,3.88,2,Low,Germany,0
24,6.1,2.03,2,Medium,USA,0
26,8.4,3.05,1,High,UK,1
21,8.1,3.47,2,High,UK,1
25,6.9,2.56,4,Medium,UK,0
33,5.5,3.28,0,Medium,UK,0
27,8.9,3.31,0,Medium,UK,0
20,7.5,2.43,4,High,UK,0
23,7.1,2.42,1,Medium,Canada,0
30,8.5,3.5,1,High,Australia,1
20,6.7,3.42,4,Medium,Australia,1
33,7.3,3.73,4,Medium,USA,1
20,8.4,3.77,2,Low,USA,0
29,6.6,2.32,3,Medium,UK,0
31,8.1,3.61,1,High,Australia,1
33,6.0,3.33,1,Low,Australia,0
33,7.8,3.29,1,High,UK,1
30,7.0,2.54,4,High,UK,0
27,5.7,3.66,1,High,USA,0
26,5.5,3.98,1,High,USA,0
31,6.8,2.33,5,Low,Australia,0
29,7.8,3.48,2,High,UK,1
32,7.4,2.76,4,High,Canada,0
20,8.4,2.38,4,High,UK,0
30,6.6,2.28,2,High,USA,0
33,8.4,2.42,3,Medium,Australia,0
32,5.1,3.7,4,High,Canada,0
21,6.5,3.1,2,Medium,UK,0
23,5.3,3.78,0,High,Australia,0
20,8.7,3.82,2,Medium,USA,1
22,6.9,2.3,0,High,USA,0
27,6.3,3.26,3,High,USA,0
27,7.0,2.1,2,High,UK,0
27,7.1,2.55,4,Medium,Australia,0
25,8.4,2.35,4,Low,Canada,0
25,7.2,3.68,0,Medium,UK,0
24,6.7,2.73,2,Low,Australia,0
32,8.8,3.99,3,High,UK,1
28,8.9,2.28,1,Medium,USA,0
23,5.2,2.46,2,Medium,Australia,0
29,7.8,3.29,2,Medium,Australia,1
34,6.5,3.94,1,Medium,Canada,0
31,7.7,3.47,3,High,UK,1
31,7.5,2.25,2,High,UK,0
31,6.3,2.83,1,High,UK,0
26,8.9,3.99,1,Medium,USA,1
20,6.4,2.14,1,High,USA,0
34,7.5,2.57,3,Medium,USA,0
28,8.3,2.25,2,Medium,Canada,0
26,5.6,3.64,5,High,USA,0
29,6.2,3.67,3,Medium,Australia,0
31,5.8,2.69,3,Medium,Canada,0
28,8.1,2.67,4,Medium,USA,0
26,8.2,3.63,2,Medium,Australia,1
21,6.0,2.32,4,Medium,Canada,0
34,5.0,3.64,2,High,Australia,0
25,6.7,2.19,0,Low,UK,0
29,7.7,2.59,2,Low,Australia,0
31,7.5,3.01,2,Medium,Canada,1
30,6.8,2.24,1,Medium,Australia,0
23,6.2,2.15,2,Medium,Australia,0
22,6.9,2.54,3,Medium,Australia,0
21,5.1,3.17,3,High,USA,0
25,5.3,3.63,5,Medium,UK,0
27,5.7,3.46,1,High,UK,0
25,7.5,3.1,1,High,USA,1
28,5.9,3.32,2,Medium,Canada,0
33,6.7,3.07,3,Medium,USA,1
24,7.5,3.08,2,Medium,Australia,1
21,8.3,2.03,1,High,USA,0
27,7.2,2.77,4,Medium,Germany,0
28,5.7,3.12,5,Medium,UK,0
33,8.8,3.19,4,Medium,Canada,1
29,5.4,3.02,3,High,USA,0
23,6.5,3.4,4,Medium,Australia,0
25,8.7,2.74,5,Medium,Australia,0
34,7.4,2.29,2,High,USA,0
30,7.7,2.06,4,Low,USA,0
29,6.2,3.14,0,High,UK,0
27,5.3,2.99,2,Low,USA,0
28,6.5,2.47,2,High,USA,0
31,6.6,2.44,0,High,USA,0
24,6.1,3.16,3,Medium,UK,0
31,5.9,2.21,3,Low,Germany,0
25,6.4,2.27,2,Low,USA,0
30,7.6,2.5,3,High,Australia,0
23,8.8,3.77,5,Medium,USA,1
24,7.8,3.41,2,High,Canada,1
26,8.1,3.12,2,High,UK,1
28,6.2,2.74,1,Low,USA,0
29,5.4,2.84,4,Medium,Australia,0
30,6.2,2.34,5,Medium,Canada,0
32,6.6,3.68,5,Low,Germany,0
25,7.8,2.36,4,Medium,Australia,0
33,8.8,3.52,0,Low,USA,0
25,8.2,2.48,2,Medium,UK,0
27,6.1,3.51,4,High,Canada,0
30,8.3,2.61,3,Low,Canada,0
23,6.6,3.96,3,High,Canada,1
22,5.7,3.84,4,Medium,Canada,0
33,6.8,3.75,5,High,UK,1
26,7.3,2.36,5,Medium,Germany,0
24,8.1,2.17,5,Medium,Canada,0
21,6.4,3.93,2,Medium,Canada,0
21,5.6,2.87,3,High,USA,0
30,5.4,3.75,4,Medium,UK,0
25,5.4,2.97,5,Medium,Germany,0
27,8.8,3.3,0,Low,UK,0
20,8.8,3.51,1,Low,USA,0
34,8.9,3.07,4,High,UK,1
30,6.2,3.87,4,High,USA,0
25,5.8,2.1,2,Medium,UK,0
31,8.9,3.67,5,Medium,Australia,1
21,9.0,3.38,4,High,Canada,1
21,5.3,2.66,4,Medium,Australia,0
26,8.0,2.94,3,Medium,USA,0
29,6.2,2.94,1,High,Canada,0
20,8.6,2.09,3,Medium,Canada,0
25,5.4,3.07,0,Medium,Canada,0
33,8.6,2.13,0,High,UK,0
26,5.0,3.03,3,Low,Germany,0
33,7.1,2.43,4,Low,USA,0
27,6.3,3.67,5,Medium,Germany,0
26,6.7,2.14,4,High,Germany,0
25,6.7,2.59,0,High,Germany,0
28,7.6,2.82,2,High,Australia,0
32,5.1,3.2,0,Medium,Germany,0
22,7.8,3.98,0,Medium,USA,0
30,5.1,2.26,0,Medium,Australia,0
25,5.7,2.75,3,Medium,USA,0
23,7.4,3.36,2,Medium,Canada,1
21,5.3,2.75,5,Low,Canada,0
20,9.0,2.48,3,Medium,UK,0
31,8.1,3.63,3,High,UK,1
31,7.8,2.37,3,Low,USA,0
33,6.1,2.67,0,High,UK,0
20,5.2,2.48,2,Medium,Australia,0
30,8.9,3.92,1,Medium,USA,1
29,5.6,3.67,2,Low,UK,0
22,8.3,2.92,2,Medium,Germany,0
23,5.8,3.68,3,Low,UK,0
21,6.5,3.37,2,High,Australia,0
32,7.8,2.71,2,High,USA,0
31,8.8,2.42,3,High,Australia,0
30,5.1,2.72,1,Low,Germany,0
30,6.0,3.04,2,Low,Australia,0
33,8.1,2.4,3,Medium,USA,0
30,5.7,2.55,0,Medium,Australia,0
20,5.4,3.29,4,High,UK,0
23,5.2,3.45,4,Low,Canada,0
34,7.0,2.91,5,Medium,Australia,0
26,8.1,3.94,0,High,USA,0
29,8.8,2.61,1,Medium,Australia,0
30,6.1,3.82,0,Medium,UK,0
25,5.5,2.55,4,Medium,Australia,0
25,6.6,3.47,2,Medium,USA,1
30,5.2,4.0,0,Medium,UK,0
28,6.3,3.67,0,Medium,Australia,0
33,7.6,2.95,0,High,Australia,0
34,5.7,2.25,2,Medium,Germany,0
21,7.5,3.93,1,Medium,Germany,1
23,8.9,3.44,1,Medium,Australia,1
24,8.5,3.68,1,High,UK,1
20,6.4,3.15,0,High,USA,0
27,6.7,2.96,3,High,USA,0
27,6.7,2.16,2,Low,UK,0
25,8.4,2.12,2,Medium,USA,0
31,9.0,3.16,4,Low,Australia,0
24,8.3,2.38,2,Low,UK,0
27,7.2,3.35,1,High,Germany,1
22,5.4,3.91,1,Medium,UK,0
22,8.8,2.71,1,Medium,Canada,0
21,8.4,3.47,3,Medium,Australia,1
24,8.4,3.82,3,High,USA,1
22,6.6,3.69,2,Medium,USA,1
22,6.8,2.17,4,High,USA,0
34,5.5,3.35,5,Medium,UK,0
25,8.8,2.61,4,High,Canada,0
27,8.8,3.81,1,High,USA,1
21,6.0,2.34,5,Low,Canada,0
23,7.8,2.44,4,Medium,UK,0
30,5.8,2.98,1,Medium,UK,0
26,6.6,2.66,1,Medium,Canada,0
20,6.2,2.72,3,Medium,USA,0
20,6.6,2.85,3,Low,Canada,0
31,6.2,2.29,0,High,USA,0
32,6.4,2.19,0,Low,UK,0
29,8.2,2.39,0,Medium,Australia,0
26,6.2,3.07,2,Medium,Canada,0
33,8.3,2.8,4,Medium,Canada,0
26,7.3,3.33,0,Low,UK,0
20,8.1,3.39,1,Medium,Canada,1
20,8.7,3.26,2,Low,Canada,0
23,5.6,2.45,5,Medium,Germany,0
24,6.4,3.24,4,Low,Germany,0
24,5.2,3.13,0,Medium,USA,0
23,6.6,3.28,4,Medium,Canada,1
27,5.9,2.5,0,Medium,USA,0
26,7.3,3.98,1,Medium,UK,1
28,8.1,3.97,3,Low,USA,0
26,6.9,3.76,4,High,Australia,1
34,6.3,2.48,3,High,USA,0
29,5.6,3.51,3,Medium,Canada,0
20,5.1,2.25,5,High,USA,0
32,7.7,3.83,1,Medium,USA,1
33,5.1,2.45,3,High,USA,0
26,8.7,2.88,4,High,USA,0
20,7.4,3.29,5,High,Germany,1
26,6.4,2.73,2,Medium,Australia,0
29,5.2,2.48,4,Low,USA,0
27,6.7,3.59,0,Medium,Germany,0
30,8.5,3.63,0,Medium,Australia,0
28,8.9,2.95,0,Medium,USA,0
31,5.3,2.6,5,Low,Canada,0
22,8.1,3.42,4,Medium,USA,1
34,6.0,3.8,4,Low,Australia,0
23,6.5,3.61,3,Medium,UK,0
23,7.2,3.12,3,Low,Canada,0
31,9.0,2.12,4,High,USA,0
28,5.8,3.84,2,Low,UK,0
32,5.5,3.82,1,Medium,USA,0
26,7.4,2.51,3,High,UK,0
22,8.4,3.37,3,Medium,Australia,1
29,7.6,2.75,4,Low,Germany,0
24,6.4,2.44,2,Medium,Germany,0
26,8.9,2.02,3,Medium,Australia,0
27,9.0,2.73,0,Medium,UK,0
20,8.1,2.42,5,Low,UK,0
31,8.2,2.05,0,Medium,Canada,0
21,8.0,3.05,3,Low,USA,0
26,6.0,2.47,4,High,Australia,0
30,5.6,3.18,4,Medium,Canada,0
34,7.2,2.84,5,High,Germany,0
32,8.8,2.68,4,Low,USA,0
33,8.5,2.75,2,Medium,Canada,0
32,5.4,3.15,0,Medium,Germany,0
34,5.2,3.67,1,High,UK,0
21,8.5,3.34,3,Low,Canada,0
26,7.5,2.22,2,High,Canada,0
34,6.2,3.13,2,High,Germany,0
28,7.2,3.54,4,Medium,Canada,1
30,5.9,2.62,5,High,Australia,0
21,8.8,3.26,3,Medium,UK,1
26,8.3,2.0,2,Medium,UK,0
23,8.8,3.88,0,Low,USA,0
30,5.7,2.54,1,Medium,UK,0
32,8.4,3.81,3,Medium,UK,1
21,7.2,2.43,2,Medium,UK,0
32,6.3,3.79,2,High,Canada,0
26,6.9,3.11,0,Medium,USA,0
32,8.8,2.36,3,Low,USA,0
24,7.8,2.64,2,Low,Australia,0
20,6.4,3.66,1,Low,UK,0
24,9.0,3.91,1,Medium,Canada,1
31,6.4,3.75,1,High,Canada,0
31,8.3,3.74,5,Medium,Australia,1
22,8.1,2.01,3,High,Canada,0
26,7.9,2.9,1,Medium,UK,0
25,7.7,3.67,4,Medium,Germany,1
27,5.4,2.07,5,High,USA,0
32,9.0,3.39,1,Low,Australia,0
24,5.6,3.0,3,High,Australia,0
21,7.4,3.58,5,Low,USA,0
28,6.0,2.52,0,High,UK,0
33,5.7,3.76,4,Medium,Germany,0
30,7.2,2.59,2,Low,Australia,0
27,8.3,3.9,1,Low,Australia,0
