job_role,education_level,experience_years,skills,certifications,salary_range,location,target
AI Engineer,Bootcamp,5,"Cloud, CSS, HTML, SQL",Yes,High,UK,1
Database Admin,Bachelors,1,"CSS, Cloud, JS, ML",No,Low,USA,0
Data Scientist,Bachelors,8,"DL, SQL",Yes,High,Canada,1
Database Admin,Bachelors,0,"Cloud, CSS",Yes,High,Remote,0
Cloud Engineer,Bachelors,2,"Security, R, CSS",Yes,Low,Germany,0
Research Scientist,PhD,4,"Cloud, HTML, Security, Python",No,High,India,1
Research Scientist,PhD,1,"SQL, HTML",No,High,USA,1
Data Scientist,Bachelors,13,"Excel, DL",Yes,Low,Germany,1
Business Analyst,PhD,9,"Python, JS, Networking",No,Medium,Canada,1
Cybersecurity Analyst,Bachelors,3,"JS, CSS",No,Medium,Remote,0
DevOps Engineer,Bachelors,14,"R, Excel, JS",No,Medium,Remote,0
DevOps Engineer,Bachelors,3,"Python, HTML",No,High,Canada,1
Data Scientist,PhD,11,"DL, Cloud, SQL",Yes,High,Germany,1
ML Engineer,Bachelors,5,"CSS, HTML, Networking, DL",No,Low,Remote,0
Research Scientist,Bootcamp,7,"Python, Networking, Excel",No,Medium,UK,0
Business Analyst,Bootcamp,9,"Python, Networking",Yes,Low,Canada,1
AI Engineer,Bootcamp,12,"Networking, JS, HTML, Python",Yes,Low,UK,1
ML Engineer,PhD,1,"Networking, SQL, Security",No,High,India,0
DevOps Engineer,PhD,9,"ML, JS, Excel, SQL",Yes,High,India,1
Web Developer,Bootcamp,1,"R, Networking",Yes,Medium,UK,0
Research Scientist,PhD,6,"JS, DL",No,High,USA,1
AI Engineer,Bootcamp,0,"Cloud, JS, R, Excel",Yes,Medium,USA,0
ML Engineer,Bachelors,3,"JS, Security",Yes,Low,India,0
Research Scientist,Bootcamp,3,"Python, DL, Security",Yes,Medium,Canada,1
Cloud Engineer,Bachelors,6,"Python, CSS",No,High,Germany,1
Data Scientist,Bachelors,1,"Networking, ML, JS",Yes,High,India,1
Business Analyst,PhD,0,"Python, CSS, HTML",Yes,Medium,India,1
DevOps Engineer,Bachelors,6,"DL, Python",No,Low,USA,1
AI Engineer,Bootcamp,9,"DL, Security, R",Yes,High,Canada,1
Research Scientist,Bootcamp,3,"ML, Cloud",No,Low,Canada,0
Database Admin,PhD,12,"JS, R",No,High,India,1
AI Engineer,Masters,4,"Networking, CSS, Excel, DL",No,Medium,Germany,1
Business Analyst,PhD,0,"JS, Python, DL, CSS",Yes,Medium,UK,1
AI Engineer,Masters,6,"HTML, Cloud",Yes,Low,Canada,1
AI Engineer,Bachelors,10,"ML, DL",Yes,Medium,Remote,1
Cloud Engineer,PhD,0,"SQL, R, Networking",Yes,Medium,Germany,1
Database Admin,Bachelors,12,"JS, Networking, Python",No,Low,UK,0
Data Scientist,PhD,10,"ML, Cloud, HTML",No,Low,Remote,1
Web Developer,Bootcamp,2,"SQL, JS",Yes,High,UK,0
AI Engineer,PhD,10,"Python, ML, Security, Cloud",Yes,High,USA,1
ML Engineer,Masters,0,"Excel, R, Cloud, JS",No,Medium,Canada,0
AI Engineer,Bootcamp,8,"HTML, Networking, CSS",No,Medium,Remote,1
Web Developer,Masters,7,"Python, DL",Yes,High,USA,1
Data Scientist,Masters,12,"R, Security, Cloud, SQL",Yes,High,USA,1
Data Scientist,Bootcamp,1,"DL, CSS",No,High,Remote,0
ML Engineer,PhD,5,"HTML, JS, Networking",No,High,Canada,1
Data Scientist,Bachelors,14,"HTML, Networking",No,High,India,1
Business Analyst,PhD,10,"JS, CSS",Yes,High,UK,1
Research Scientist,Bootcamp,1,"R, JS",Yes,Low,Canada,0
ML Engineer,PhD,0,"JS, Python, CSS",No,High,Canada,1
Web Developer,Masters,9,"Security, HTML",Yes,Low,Remote,1
Research Scientist,PhD,2,"SQL, HTML",No,Low,UK,1
Business Analyst,PhD,5,"Security, Networking, JS, R",No,High,Germany,0
Cloud Engineer,Bachelors,11,"JS, HTML, Python",No,Low,Remote,1
Business Analyst,PhD,1,"SQL, Networking, CSS, Python",Yes,Medium,USA,1
Database Admin,PhD,9,"HTML, Excel, CSS",Yes,Medium,Remote,1
Database Admin,Bachelors,5,"ML, HTML, CSS",No,Medium,Remote,0
Business Analyst,Masters,1,"HTML, CSS, Excel",No,Medium,UK,1
Cloud Engineer,Masters,13,"Security, Cloud, Python",Yes,Medium,UK,1
Business Analyst,PhD,9,"Cloud, Networking",Yes,High,USA,1
Cloud Engineer,PhD,4,"Security, HTML, JS",No,High,USA,1
Cybersecurity Analyst,Bootcamp,12,"HTML, DL, Cloud, Security",No,Low,India,1
Business Analyst,Masters,4,"Excel, HTML, CSS",Yes,Medium,Remote,1
Cloud Engineer,PhD,13,"DL, CSS",No,Low,Canada,1
Database Admin,Bachelors,1,"HTML, SQL, CSS, Networking",Yes,Low,UK,1
DevOps Engineer,PhD,14,"Networking, Python, R",No,Medium,USA,1
Data Scientist,Masters,10,"R, CSS, SQL, Python",Yes,Medium,USA,1
ML Engineer,Bachelors,4,"CSS, JS, SQL, Excel",Yes,High,Remote,0
Business Analyst,Bootcamp,3,"HTML, Excel",No,High,UK,0
DevOps Engineer,PhD,1,"Security, JS",Yes,Medium,UK,1
Cloud Engineer,PhD,1,"Security, Networking, Cloud",Yes,Low,Remote,1
Business Analyst,Masters,1,"ML, R, Cloud",No,High,Germany,1
Research Scientist,Bachelors,13,"CSS, SQL",Yes,Medium,Canada,1
Database Admin,Bachelors,13,"DL, CSS, Excel, Python",No,High,India,1
Cybersecurity Analyst,Bootcamp,14,"ML, JS, Cloud",No,High,Canada,1
Business Analyst,Bachelors,6,"Networking, ML",No,Low,UK,1
Cybersecurity Analyst,Masters,12,"ML, Cloud, R",No,Medium,Canada,1
Cybersecurity Analyst,PhD,13,"SQL, Cloud, ML",Yes,Low,Canada,1
Database Admin,PhD,14,"HTML, Networking, Python, SQL",Yes,High,India,1
ML Engineer,Bootcamp,0,"DL, Cloud, R, CSS",No,Low,UK,0
ML Engineer,Bootcamp,12,"JS, DL, CSS, Excel",No,Low,UK,1
Database Admin,PhD,0,"ML, JS, DL",No,High,USA,1
Data Scientist,Bootcamp,14,"CSS, Security",Yes,High,Remote,1
Cybersecurity Analyst,Masters,10,"Excel, Networking, JS",No,High,USA,1
AI Engineer,Bootcamp,8,"Excel, Security, SQL, CSS",Yes,Medium,Remote,1
DevOps Engineer,PhD,6,"Networking, SQL, Security",Yes,Medium,UK,1
Data Scientist,Bachelors,7,"CSS, JS, ML",No,Low,India,1
ML Engineer,Bachelors,8,"Excel, CSS, DL, Networking",Yes,Medium,Germany,1
AI Engineer,Bootcamp,14,"JS, Excel, HTML",Yes,Medium,Remote,1
Database Admin,Masters,9,"SQL, Security",No,Low,UK,1
DevOps Engineer,Masters,3,"SQL, Cloud, CSS, Networking",Yes,Low,USA,1
Business Analyst,Bachelors,14,"Excel, R",Yes,Medium,India,1
Cybersecurity Analyst,Bootcamp,8,"JS, HTML, Cloud",No,Low,Canada,1
Research Scientist,Bachelors,1,"ML, SQL",No,High,Germany,0
Web Developer,PhD,11,"Python, Networking",No,High,Remote,1
Cloud Engineer,Bachelors,2,"HTML, CSS",No,High,UK,0
Cloud Engineer,Bootcamp,12,"Python, DL, Security, Excel",No,High,India,1
DevOps Engineer,Masters,4,"Cloud, Python, CSS",No,Low,India,0
ML Engineer,Bootcamp,1,"Python, CSS, SQL, HTML",Yes,High,UK,1
Research Scientist,PhD,8,"R, Python, DL",No,Medium,Germany,1
Research Scientist,PhD,5,"R, Networking, Python",Yes,Low,Remote,1
Web Developer,Bootcamp,7,"Cloud, SQL, DL",No,Low,Remote,1
Cloud Engineer,Bachelors,11,"Excel, Networking",No,Low,Germany,0
Cybersecurity Analyst,Masters,8,"Cloud, ML",Yes,Medium,USA,1
Web Developer,Bachelors,8,"JS, Networking, SQL",No,High,Remote,0
Cloud Engineer,PhD,6,"ML, JS, Security, SQL",No,Medium,Germany,1
Database Admin,Masters,13,"JS, ML, R",Yes,Low,Germany,1
DevOps Engineer,Bootcamp,14,"Excel, ML, JS, DL",Yes,High,Germany,1
DevOps Engineer,PhD,13,"Cloud, Python, DL",Yes,Medium,Remote,1
DevOps Engineer,PhD,11,"SQL, ML",No,High,India,1
DevOps Engineer,Bootcamp,0,"JS, ML, Python, SQL",Yes,High,Canada,1
ML Engineer,PhD,1,"ML, Excel, SQL, Cloud",Yes,Low,Canada,1
Cloud Engineer,PhD,12,"SQL, R",Yes,High,Remote,1
Cybersecurity Analyst,Bootcamp,2,"SQL, ML",No,High,Remote,0
Database Admin,Masters,1,"HTML, CSS, DL, Python",No,High,India,1
DevOps Engineer,Bachelors,13,"R, Python, JS",Yes,Low,Remote,1
Cybersecurity Analyst,Bachelors,0,"JS, R, CSS",No,Medium,USA,0
Web Developer,Bootcamp,14,"Cloud, HTML, JS",Yes,Medium,Germany,1
Data Scientist,Masters,7,"Security, Networking, SQL",No,Low,India,1
Cybersecurity Analyst,Bachelors,9,"JS, Python, ML",No,Medium,Canada,1
Research Scientist,Masters,13,"R, Excel",Yes,High,UK,1
DevOps Engineer,PhD,14,"Excel, R",No,Medium,Remote,1
Cybersecurity Analyst,PhD,2,"ML, DL, Security, CSS",No,Medium,UK,1
Business Analyst,Bootcamp,2,"SQL, CSS, Excel, DL",Yes,Low,Remote,1
Research Scientist,Masters,11,"Security, Python, HTML, R",Yes,Medium,UK,1
AI Engineer,Masters,5,"Cloud, ML",Yes,High,USA,1
ML Engineer,PhD,3,"ML, Cloud",Yes,Low,UK,1
Cloud Engineer,Bootcamp,13,"HTML, R, Networking, SQL",No,High,USA,1
Business Analyst,Bachelors,8,"Networking, ML, SQL",Yes,High,Remote,1
Database Admin,Bootcamp,13,"CSS, SQL",No,Low,UK,0
AI Engineer,Bachelors,11,"CSS, DL",Yes,High,USA,1
Web Developer,Bachelors,10,"Excel, JS, HTML, Networking",No,High,Canada,1
Cloud Engineer,Masters,4,"Excel, Security, JS, DL",No,Low,USA,1
Cloud Engineer,PhD,13,"DL, Cloud, JS, Networking",No,Low,India,1
AI Engineer,Bootcamp,3,"Security, JS, HTML, ML",No,Medium,India,0
DevOps Engineer,PhD,11,"Excel, Python, ML",No,Low,Germany,1
ML Engineer,PhD,14,"R, Networking, JS",No,Low,Germany,1
AI Engineer,Bachelors,11,"DL, HTML, ML, SQL",Yes,Medium,Germany,1
ML Engineer,Bachelors,4,"JS, CSS, HTML, Security",Yes,Medium,Canada,1
Cloud Engineer,Bootcamp,12,"DL, Networking",No,Medium,UK,1
AI Engineer,PhD,8,"CSS, Security",Yes,High,India,1
Business Analyst,Masters,12,"SQL, Networking, R",No,High,USA,1
AI Engineer,PhD,5,"Networking, HTML, SQL",Yes,Medium,India,1
DevOps Engineer,Masters,12,"Networking, JS, R, HTML",No,Low,USA,1
Web Developer,Bachelors,11,"R, Cloud, DL",Yes,Low,UK,1
ML Engineer,Masters,2,"HTML, DL, Python, ML",Yes,Medium,USA,1
AI Engineer,PhD,0,"Excel, JS",No,Low,USA,0
Business Analyst,Bootcamp,12,"CSS, HTML, Security",Yes,Medium,UK,1
Business Analyst,Bachelors,11,"DL, Cloud",No,Medium,Remote,1
Business Analyst,Bootcamp,1,"Cloud, Python, JS",Yes,Medium,Germany,0
Web Developer,Masters,13,"Security, Python, DL",No,Low,UK,1
Cybersecurity Analyst,Bootcamp,12,"ML, JS, CSS",Yes,High,Remote,1
Research Scientist,PhD,8,"Excel, JS",Yes,Low,USA,1
Cloud Engineer,Bootcamp,13,"SQL, Security",Yes,Medium,Germany,1
Business Analyst,Bachelors,3,"CSS, DL, Cloud, Python",Yes,Medium,Remote,1
ML Engineer,PhD,0,"JS, Python",No,High,USA,1
Data Scientist,Bachelors,7,"ML, DL, Python",No,High,India,1
Cloud Engineer,Masters,13,"JS, ML",No,Low,USA,1
Business Analyst,Bootcamp,13,"Excel, CSS, Cloud, Security",Yes,Medium,Germany,1
Cloud Engineer,Bootcamp,14,"HTML, R, Cloud",No,Low,Canada,1
Database Admin,Bootcamp,0,"DL, HTML, Excel, Python",Yes,High,India,1
AI Engineer,Masters,7,"JS, Networking, HTML, Security",No,Medium,UK,1
ML Engineer,Masters,12,"Excel, DL, Cloud",No,Medium,Canada,1
Web Developer,Bootcamp,10,"Excel, CSS",Yes,Medium,UK,1
Database Admin,PhD,0,"CSS, Python, R, SQL",Yes,Low,Germany,1
Web Developer,Bachelors,13,"ML, Security, Python, Excel",Yes,Low,Canada,1
Data Scientist,Masters,0,"R, Cloud, DL, Networking",Yes,High,Remote,1
Business Analyst,PhD,5,"R, Python",No,High,Remote,1
AI Engineer,Masters,13,"HTML, Security, Cloud, SQL",Yes,Low,India,1
ML Engineer,PhD,11,"R, HTML, Networking, ML",No,Low,Germany,1
DevOps Engineer,PhD,1,"SQL, Cloud, HTML, JS",Yes,Low,USA,1
Database Admin,Bootcamp,11,"HTML, DL, R",Yes,Low,Germany,1
Web Developer,Bachelors,6,"HTML, DL, Python",Yes,Low,USA,1
Cloud Engineer,Masters,13,"CSS, JS",No,High,USA,1
Data Scientist,PhD,12,"ML, Python, Excel",Yes,Medium,Germany,1
Cybersecurity Analyst,PhD,14,"R, ML, DL, Networking",Yes,Low,UK,1
Business Analyst,Bootcamp,14,"Cloud, R, SQL",No,High,Remote,0
AI Engineer,Masters,13,"SQL, Cloud, Excel",No,High,India,1
AI Engineer,Masters,13,"Security, HTML",Yes,High,India,1
Research Scientist,Bachelors,5,"R, Networking, Security, ML",No,Medium,India,0
Cybersecurity Analyst,Bootcamp,12,"DL, CSS, Excel, SQL",Yes,Medium,Germany,1
Web Developer,PhD,13,"Excel, R",No,High,UK,1
Cybersecurity Analyst,Bachelors,3,"JS, R, DL",Yes,Medium,USA,1
Research Scientist,Bootcamp,7,"Security, Python",Yes,Medium,Remote,1
AI Engineer,Bachelors,2,"JS, HTML, DL",Yes,Medium,UK,1
DevOps Engineer,Masters,5,"ML, Security",No,Low,Remote,1
ML Engineer,PhD,7,"R, DL",No,Medium,India,1
Database Admin,Masters,13,"ML, Excel",No,Medium,Remote,1
Web Developer,PhD,1,"R, DL",No,High,Remote,1
Web Developer,Bootcamp,6,"SQL, DL",Yes,High,Canada,1
Database Admin,Bootcamp,6,"DL, Networking",No,Low,India,1
Business Analyst,PhD,8,"SQL, JS, Excel",Yes,Low,Canada,1
Research Scientist,PhD,12,"Cloud, ML",Yes,Medium,UK,1
Research Scientist,Bootcamp,14,"CSS, Security",Yes,Medium,Canada,1
Business Analyst,Masters,5,"ML, JS, Networking, Excel",No,High,Germany,1
Business Analyst,PhD,5,"CSS, HTML, ML",No,Medium,Canada,1
Business Analyst,PhD,13,"SQL, JS, Security",Yes,Low,Remote,1
DevOps Engineer,Bachelors,14,"Excel, CSS",Yes,Medium,USA,1
Business Analyst,Bachelors,1,"Python, Cloud, R, HTML",Yes,High,Remote,1
Business Analyst,PhD,9,"Excel, ML",No,High,Canada,1
ML Engineer,Bootcamp,6,"Python, CSS, Networking, JS",Yes,Low,USA,1
Research Scientist,Bachelors,0,"HTML, JS, Python, Excel",No,High,Canada,1
Cloud Engineer,PhD,8,"CSS, Cloud, HTML, SQL",No,High,UK,1
Web Developer,Masters,10,"CSS, Networking",No,Medium,UK,1
Business Analyst,Bachelors,4,"Excel, JS, Security, HTML",Yes,Medium,Remote,1
DevOps Engineer,PhD,2,"CSS, Security",Yes,Medium,Remote,1
Database Admin,Bachelors,7,"Python, SQL",Yes,High,Canada,1
Cloud Engineer,Bootcamp,14,"Security, Networking, DL, CSS",Yes,High,Remote,1
Cybersecurity Analyst,Bachelors,14,"R, Networking",No,Low,Germany,0
AI Engineer,PhD,6,"R, Python, JS",No,Low,India,1
Research Scientist,Bootcamp,3,"HTML, Excel",No,High,Remote,0
Cybersecurity Analyst,Bachelors,2,"CSS, Security",Yes,Low,USA,0
Cloud Engineer,Masters,9,"CSS, Excel",No,Low,India,1
Cybersecurity Analyst,PhD,6,"DL, Cloud, Networking",No,Low,UK,1
ML Engineer,PhD,1,"Networking, DL, SQL, Excel",Yes,Medium,USA,1
ML Engineer,Bootcamp,6,"Cloud, R, Excel, DL",No,High,India,1
DevOps Engineer,Masters,4,"DL, R",No,High,UK,1
Data Scientist,Bachelors,12,"Python, HTML, Security, Networking",Yes,Medium,India,1
Data Scientist,Bootcamp,2,"Networking, DL",No,High,Germany,0
ML Engineer,Bachelors,5,"Cloud, R",Yes,High,Germany,0
Web Developer,PhD,1,"R, Security, SQL, ML",No,Medium,Germany,1
DevOps Engineer,Masters,2,"SQL, HTML",No,Medium,UK,1
Data Scientist,Bachelors,12,"ML, HTML, JS, CSS",No,Low,UK,1
AI Engineer,PhD,12,"HTML, Cloud, Excel, DL",No,Low,Germany,1
Research Scientist,PhD,10,"JS, Security, Networking",Yes,Low,UK,1
Research Scientist,Bootcamp,3,"JS, R",Yes,High,Canada,0
AI Engineer,Masters,7,"Security, Python, Excel, DL",No,Medium,India,1
Research Scientist,Bootcamp,8,"Cloud, ML, R",No,Medium,Germany,1
Web Developer,Bootcamp,3,"Python, CSS, DL",Yes,High,Canada,1
AI Engineer,PhD,8,"Cloud, R",Yes,Medium,Germany,1
Data Scientist,Bootcamp,11,"SQL, Excel, Security, DL",No,Medium,India,1
Cybersecurity Analyst,Masters,11,"JS, CSS, Security",No,Low,Germany,1
DevOps Engineer,PhD,1,"JS, HTML, CSS",No,Low,India,1
Research Scientist,Bootcamp,11,"CSS, R",Yes,Medium,UK,1
Data Scientist,PhD,14,"HTML, Networking",Yes,Medium,India,1
Business Analyst,Bootcamp,11,"HTML, R",No,Medium,Germany,1
ML Engineer,Bootcamp,8,"Cloud, JS, CSS, ML",Yes,Low,Germany,1
Web Developer,Bootcamp,8,"CSS, Cloud, Security",Yes,Low,Germany,1
Business Analyst,Bootcamp,1,"Python, Excel, JS",Yes,High,Germany,1
ML Engineer,Bachelors,14,"R, Excel",No,Medium,USA,0
Database Admin,Bootcamp,2,"HTML, Cloud",No,Low,Germany,0
Database Admin,Bachelors,13,"CSS, Excel",Yes,Medium,Remote,1
ML Engineer,Bootcamp,0,"DL, Python",No,Low,Remote,0
Cloud Engineer,Bachelors,10,"SQL, JS",No,High,USA,0
Cloud Engineer,Bachelors,4,"CSS, JS",Yes,Medium,India,0
Business Analyst,Bachelors,2,"CSS, ML, JS, Python",Yes,Medium,India,1
ML Engineer,Bootcamp,6,"R, Python",Yes,Medium,India,1
Cloud Engineer,Bootcamp,5,"DL, ML, Excel",Yes,Low,India,1
Business Analyst,Bachelors,1,"Networking, JS",Yes,Medium,Germany,0
AI Engineer,PhD,1,"HTML, ML, Cloud",Yes,Medium,Remote,1
Data Scientist,Bootcamp,13,"HTML, Python",Yes,Low,Canada,1
Business Analyst,PhD,9,"DL, R, Cloud",No,Medium,Canada,1
Business Analyst,Bootcamp,8,"R, JS, Networking, CSS",No,Medium,Germany,0
Web Developer,PhD,9,"Excel, HTML, CSS, SQL",No,Medium,Remote,1
Research Scientist,PhD,11,"SQL, Security, Cloud",Yes,High,Germany,1
DevOps Engineer,PhD,12,"ML, SQL, DL, Excel",Yes,Medium,India,1
Data Scientist,Bachelors,6,"CSS, HTML, DL, Excel",No,Low,UK,1
ML Engineer,Bachelors,2,"JS, Networking, HTML",Yes,Low,UK,1
Database Admin,PhD,1,"Excel, Python, ML, JS",No,Low,India,1
Cloud Engineer,Masters,9,"CSS, R, HTML, DL",Yes,Medium,Canada,1
Cloud Engineer,PhD,6,"Python, Networking",No,Low,Remote,1
ML Engineer,Masters,7,"Excel, Cloud, HTML, SQL",No,Low,USA,1
Data Scientist,Masters,3,"Cloud, Security, CSS",No,Low,Canada,0
Business Analyst,Masters,14,"Networking, CSS",No,Low,UK,1
Business Analyst,Bachelors,9,"CSS, Security",No,Low,UK,0
Database Admin,Bootcamp,0,"HTML, SQL, Excel, DL",No,High,USA,0
Data Scientist,Bootcamp,0,"Security, R",No,Medium,Germany,0
Business Analyst,Bachelors,9,"CSS, Python",No,Medium,USA,0
Web Developer,Masters,6,"CSS, Security, JS, Python",Yes,Medium,Remote,1
DevOps Engineer,Bachelors,3,"R, Python, SQL, CSS",No,Low,Germany,0
DevOps Engineer,Bachelors,12,"R, Python, Cloud",Yes,High,USA,1
DevOps Engineer,Masters,11,"Networking, SQL, Security, ML",No,High,UK,1
Database Admin,Masters,7,"HTML, SQL",Yes,Medium,Canada,1
Data Scientist,Bachelors,7,"HTML, ML, Excel, Python",Yes,Medium,Germany,1
DevOps Engineer,PhD,10,"Excel, ML, CSS",No,High,UK,1
Database Admin,Masters,14,"Security, Cloud, Python",No,Medium,Canada,1
DevOps Engineer,Bachelors,8,"JS, Security, Excel, Networking",No,Medium,USA,0
Cloud Engineer,Bootcamp,11,"CSS, Python",Yes,Low,USA,1
Cybersecurity Analyst,Bootcamp,3,"Security, Networking",No,Low,Canada,0
Business Analyst,Bachelors,0,"Python, HTML, CSS, Networking",Yes,High,Germany,1
Business Analyst,PhD,11,"Python, CSS, Security",Yes,Low,Germany,1
Database Admin,Bootcamp,14,"Security, Networking",Yes,Low,Remote,1
Database Admin,Masters,13,"JS, DL",No,Low,Germany,1
Cloud Engineer,Bachelors,1,"Excel, HTML, Cloud, ML",No,High,UK,0
Cybersecurity Analyst,PhD,5,"Networking, Excel, R, ML",Yes,Medium,India,1
DevOps Engineer,Masters,0,"ML, Cloud, HTML",Yes,High,Germany,1
Cybersecurity Analyst,Masters,7,"Excel, R",No,Medium,Germany,1
Web Developer,Bootcamp,13,"SQL, Cloud, CSS, ML",No,Low,Canada,1
DevOps Engineer,Bootcamp,9,"Security, HTML, Python",No,Low,Remote,1
Web Developer,PhD,3,"Excel, JS, HTML, DL",No,High,Canada,1
ML Engineer,Masters,14,"ML, Cloud, R, DL",No,Low,USA,1
Cloud Engineer,Bachelors,9,"ML, HTML",Yes,Low,Canada,1
DevOps Engineer,Bootcamp,9,"Security, DL, CSS",No,Low,India,1
DevOps Engineer,Bachelors,12,"Cloud, SQL, R, Python",No,High,Canada,1
Web Developer,Masters,11,"Networking, JS, Excel",No,Low,UK,1
Web Developer,Masters,4,"JS, HTML, DL, Excel",Yes,High,USA,1
ML Engineer,Bootcamp,2,"ML, R, Excel",Yes,High,USA,1
Web Developer,Bachelors,10,"ML, Excel, SQL, R",Yes,High,India,1
Research Scientist,Masters,4,"HTML, Networking",Yes,Medium,Remote,1
Research Scientist,Masters,7,"Excel, HTML, Cloud, JS",No,Low,Remote,1
ML Engineer,Bachelors,8,"R, Cloud, Python, SQL",No,High,UK,1
Cybersecurity Analyst,Masters,9,"ML, JS",No,Low,Germany,1
Database Admin,Bootcamp,11,"CSS, JS, HTML, R",No,High,Germany,1
Cloud Engineer,Masters,14,"Excel, CSS",No,Low,UK,1
Research Scientist,Bachelors,12,"R, HTML, Networking",No,Low,India,1
ML Engineer,Bootcamp,7,"Excel, CSS, DL, SQL",No,Medium,Remote,1
Web Developer,PhD,9,"CSS, Networking, JS",No,Low,UK,1
Database Admin,Bachelors,13,"DL, CSS",Yes,Low,UK,1
Database Admin,Masters,5,"ML, SQL",Yes,Low,Germany,1
Cloud Engineer,PhD,8,"JS, CSS, Security",No,High,Germany,1
Database Admin,PhD,1,"Cloud, Security, ML, Excel",Yes,Medium,UK,1
Cloud Engineer,Bachelors,1,"CSS, Python, DL, SQL",Yes,Medium,USA,1
Data Scientist,Masters,1,"R, Cloud, DL",No,Medium,India,1
Research Scientist,Bachelors,7,"Python, Security, R",No,Medium,UK,0
Research Scientist,Bachelors,13,"Cloud, R, Python, CSS",No,Low,Germany,0
Cloud Engineer,PhD,6,"CSS, Security, Networking",No,High,UK,1
Database Admin,Bachelors,9,"Cloud, Security, Excel, SQL",Yes,Low,USA,1
Business Analyst,Bachelors,8,"Networking, HTML",No,Low,Remote,1
Cybersecurity Analyst,Masters,8,"Security, R, CSS, Excel",No,Low,USA,1
Cloud Engineer,Masters,6,"Excel, Networking",Yes,High,Germany,1
AI Engineer,Masters,12,"Cloud, Security, Python",No,Medium,USA,1
Database Admin,Masters,2,"Security, Python, R, HTML",No,Medium,USA,1
Web Developer,Masters,0,"ML, HTML",No,Low,UK,1
Database Admin,Bachelors,14,"Excel, Networking, JS",Yes,High,Germany,1
DevOps Engineer,PhD,8,"ML, Cloud, JS, HTML",Yes,High,India,1
Business Analyst,PhD,14,"DL, Excel, HTML",Yes,High,USA,1
Cybersecurity Analyst,PhD,13,"JS, Networking",Yes,Low,UK,1
AI Engineer,Masters,4,"CSS, Security",Yes,Medium,USA,1
ML Engineer,Masters,3,"Python, DL, JS, Security",No,High,India,1
Data Scientist,Bachelors,0,"R, JS, Networking, CSS",Yes,High,Canada,0
DevOps Engineer,PhD,4,"Networking, Security, JS",Yes,High,Germany,1
Data Scientist,Bootcamp,1,"Networking, Security, HTML, DL",No,Medium,UK,0
Data Scientist,PhD,13,"Networking, DL, SQL, JS",No,Medium,Remote,1
ML Engineer,Bachelors,10,"R, ML, DL",Yes,Medium,Canada,1
DevOps Engineer,Bachelors,14,"Excel, SQL, HTML",Yes,Medium,UK,1
ML Engineer,Bootcamp,3,"R, Python",No,High,USA,0
Cloud Engineer,Bootcamp,4,"Networking, Python, Excel",Yes,Medium,USA,0
Research Scientist,Bootcamp,5,"ML, Excel, CSS",Yes,Low,Germany,1
Data Scientist,Bachelors,1,"Cloud, Python",No,Low,Germany,0
Business Analyst,Bachelors,6,"Python, R, DL, Excel",No,High,UK,1
Database Admin,Masters,8,"HTML, SQL, Security, Python",Yes,Low,Remote,1
Cybersecurity Analyst,Masters,4,"JS, HTML, SQL, Excel",Yes,Medium,Remote,1
Business Analyst,Bootcamp,5,"ML, HTML, DL",Yes,Low,Germany,1
Cloud Engineer,Bootcamp,11,"ML, Python, HTML",Yes,Medium,Canada,1
Research Scientist,Bootcamp,7,"JS, Cloud",No,Low,UK,0
AI Engineer,PhD,12,"CSS, DL, Networking, Python",No,Low,Germany,1
Data Scientist,Bootcamp,11,"JS, HTML, R, Networking",Yes,Low,UK,1
DevOps Engineer,Bachelors,2,"Python, CSS",Yes,High,USA,1
AI Engineer,Bachelors,10,"SQL, CSS, Python",Yes,Medium,Germany,1
Database Admin,Masters,2,"JS, ML, CSS",No,Medium,USA,1
AI Engineer,Masters,12,"Cloud, SQL, Networking",Yes,Medium,India,1
Web Developer,Bachelors,7,"Excel, Cloud, DL",Yes,Medium,UK,1
AI Engineer,PhD,11,"R, Python, CSS",Yes,High,Germany,1
DevOps Engineer,Bootcamp,12,"R, SQL",No,Low,India,0
Cloud Engineer,Bootcamp,3,"Cloud, DL",No,Low,Germany,0
Cloud Engineer,PhD,12,"DL, CSS, HTML, Python",No,Low,Canada,1
Research Scientist,Bachelors,12,"Security, DL, SQL",Yes,Medium,Germany,1
ML Engineer,Bachelors,8,"SQL, HTML, DL, JS",No,Low,Canada,1
