Year,Country,CO2_Emissions,Temperature_Anomaly,Sea_Level_Rise_mm,Deforestation_Rate,Renewable_Energy_%,Population_Millions,Urbanization_%,Greenhouse_Gases_ppm,Climate_Risk_Level
2000,Russia,6816.77,1.145,4.54,2.48,27.43,444.0,44.82,400.4,High
2005,Canada,5670.51,1.337,2.91,0.67,32.1,734.45,24.57,387.09,Medium
1987,UK,4686.75,1.139,3.04,4.37,49.36,1265.84,36.1,410.08,High
1981,Australia,2684.23,0.827,1.66,2.22,12.84,1025.13,42.39,408.95,Low
1985,Australia,2808.59,0.644,2.58,0.81,56.47,998.93,43.78,459.02,Low
2007,India,6028.07,1.291,3.07,3.39,54.1,52.5,56.68,382.37,High
2008,Pakistan,6204.79,0.883,3.27,3.5,21.18,158.2,22.94,389.32,High
2005,USA,6562.39,1.317,3.67,2.56,31.69,1045.84,23.91,372.32,High
2004,UK,7500.91,0.402,2.73,0.73,17.97,1273.59,41.2,386.59,High
1991,Germany,6123.73,1.201,2.49,4.06,21.76,1256.81,45.87,421.86,High
1984,China,5611.24,1.176,5.03,4.45,46.15,268.86,74.7,429.89,High
2013,Germany,8582.69,1.485,2.21,4.61,48.02,767.47,44.56,415.52,High
2016,Germany,4181.81,0.881,2.27,1.07,46.59,462.06,57.25,384.03,Low
1994,Pakistan,4848.97,0.993,4.08,2.99,13.54,706.67,30.98,416.97,Medium
2023,Germany,2688.1,1.478,1.01,3.51,16.27,545.5,77.93,409.69,High
2015,Pakistan,5936.72,1.419,2.52,0.39,42.61,1237.42,54.95,436.91,Medium
1994,India,4694.82,0.84,4.21,2.8,36.93,815.23,39.79,441.39,Medium
2022,Pakistan,4069.76,0.696,5.65,0.24,30.25,90.52,64.9,402.79,Medium
2002,Germany,4100.9,1.04,1.77,4.02,43.57,1222.35,23.61,427.97,High
1985,Brazil,3807.52,1.309,3.05,4.42,54.89,471.12,46.12,389.0,High
2023,India,4746.6,1.211,2.95,3.16,21.83,690.45,32.49,366.43,Medium
2022,Russia,2837.25,0.969,2.65,4.64,48.03,37.27,46.0,440.46,High
2024,Germany,2972.36,1.66,3.47,1.36,21.46,296.35,30.01,466.07,Medium
2000,Pakistan,3339.26,0.915,2.56,3.54,27.99,134.33,89.85,424.21,High
2002,China,4069.84,1.129,2.8,0.89,45.11,1194.55,84.33,362.96,Low
2022,Germany,4304.05,0.657,4.19,0.33,56.24,1075.96,47.2,400.95,Medium
1995,India,1926.7,0.804,2.29,2.12,54.34,484.99,80.04,422.87,Low
1994,Pakistan,4227.26,1.011,3.66,4.75,19.22,484.77,61.88,397.88,High
2004,UK,3738.11,1.166,4.12,4.14,26.75,371.47,46.03,414.42,High
2015,Australia,6174.15,0.355,2.07,3.5,22.55,2.91,86.89,380.45,High
1990,Germany,3650.02,0.769,4.8,3.33,17.6,467.96,31.6,433.44,Medium
1994,Russia,6505.96,0.35,4.35,1.29,13.59,873.33,48.46,442.37,High
1983,Canada,7612.82,0.508,1.74,0.15,46.62,792.61,83.61,426.77,High
2000,UK,6750.23,1.466,5.4,2.28,23.3,1265.16,30.19,398.03,High
1992,UK,3527.38,0.804,5.5,1.54,35.33,282.0,73.0,445.71,Medium
2001,USA,5779.18,1.677,2.87,1.8,18.29,360.7,21.05,352.66,Medium
1998,Australia,3553.19,0.625,3.0,0.36,54.23,40.23,89.74,432.66,Low
2013,Germany,3761.74,1.248,2.86,1.31,10.74,1192.36,74.27,419.6,Medium
1993,UK,3862.43,1.077,3.35,2.9,27.12,627.93,74.5,394.44,Low
1983,USA,5204.21,1.016,2.05,4.53,52.77,644.92,38.3,403.77,High
2006,Australia,3689.1,0.584,2.96,4.09,28.59,699.78,30.81,377.72,High
2008,Australia,5058.01,0.885,3.49,1.49,50.79,1381.35,85.56,426.03,Low
2007,India,6893.7,1.003,1.33,3.86,14.44,180.54,38.83,444.75,High
2014,Germany,3347.31,0.903,4.45,3.44,20.38,1155.68,47.64,428.24,Medium
1987,Russia,2587.75,1.134,1.39,0.72,37.03,126.56,81.57,424.13,Low
1995,UK,4039.79,0.858,3.22,2.94,50.75,1388.58,87.95,439.32,Low
2021,UK,7141.98,0.859,3.14,3.96,17.35,738.56,41.58,424.53,High
2015,China,6032.86,1.0,4.51,0.68,49.39,362.52,40.26,453.79,High
2009,Pakistan,3718.18,1.285,3.78,0.32,56.57,329.23,55.19,411.89,Medium
1997,China,3431.82,1.616,2.75,0.33,10.71,1151.71,78.44,430.38,Medium
1981,UK,5485.49,0.788,3.19,2.61,21.81,668.7,22.53,428.64,Low
1992,Germany,5146.41,0.329,5.12,0.17,16.09,158.74,54.85,398.84,Medium
1983,China,5934.16,1.249,4.08,2.38,16.16,602.49,66.81,363.78,Medium
2005,Russia,3267.14,1.395,4.99,2.64,48.35,832.26,53.27,391.07,Medium
2004,Russia,4874.28,0.632,4.07,1.02,18.92,727.46,22.3,436.98,Medium
2009,Brazil,6343.96,1.39,4.56,4.85,30.39,1332.49,76.51,397.69,High
1990,Brazil,6692.95,1.187,5.29,3.73,46.67,776.0,54.33,426.39,High
1986,Brazil,3141.84,0.648,5.05,1.98,11.33,569.1,63.1,418.69,Medium
2010,Australia,4871.98,0.205,3.23,4.34,58.84,1156.93,25.41,434.22,High
2023,Germany,4571.04,0.796,2.91,2.22,20.35,1123.59,84.87,414.78,Low
1989,China,3744.79,1.329,1.55,3.6,46.08,657.42,58.91,442.62,High
2018,Australia,3896.82,0.84,3.36,2.99,57.23,308.27,20.61,446.5,Low
1992,China,5850.53,1.027,1.82,2.31,42.23,196.98,65.2,381.12,Low
2010,Germany,3851.05,0.494,1.75,1.31,42.39,55.93,75.21,435.23,Low
1986,USA,4815.14,1.253,3.78,0.1,22.07,281.29,24.66,431.91,Medium
2021,Canada,5730.09,0.896,3.16,0.16,42.8,443.88,80.91,400.78,Low
2021,India,7628.66,1.292,1.42,3.22,20.73,477.22,79.65,377.94,High
2015,Brazil,5449.04,0.66,4.18,4.35,18.12,1023.77,39.06,435.72,High
1999,Germany,6081.2,0.48,4.22,4.16,45.17,949.08,22.48,425.87,High
1983,India,5394.43,1.269,2.78,2.74,44.04,552.46,23.42,415.23,Medium
1986,Canada,4691.61,1.232,4.38,0.2,20.36,158.15,83.57,443.09,Medium
1980,USA,4664.84,0.813,3.73,0.32,36.77,336.85,38.33,424.94,Low
2023,Russia,4825.56,1.731,4.05,0.91,27.26,958.09,39.45,397.98,Medium
2024,UK,1790.65,1.069,3.56,1.09,41.53,820.45,59.24,398.35,Low
2021,India,4509.46,0.97,4.53,1.9,53.29,939.81,68.25,417.02,Medium
1992,Canada,5657.43,1.137,2.95,1.0,25.74,510.22,35.15,392.82,Low
2001,Australia,3894.55,1.148,3.87,1.51,37.31,127.99,68.49,404.58,Medium
2000,Germany,7179.21,1.336,2.21,0.32,52.2,446.75,85.54,410.96,High
2001,Germany,5187.79,0.82,3.75,2.05,59.45,123.94,57.77,422.63,Low
2007,Russia,4803.24,1.038,0.85,2.64,23.08,284.8,59.89,397.33,Low
1988,UK,6253.8,0.963,3.79,3.62,16.86,294.74,62.44,374.81,High
2005,Brazil,5846.11,1.057,5.09,0.34,29.61,1194.47,63.66,418.61,Medium
1988,China,6699.23,1.492,3.88,4.61,21.55,733.42,77.89,387.62,High
1994,India,6991.4,0.948,3.17,2.22,19.45,1021.15,74.78,390.31,High
1989,Australia,7197.96,0.947,3.19,2.07,37.53,220.53,34.38,399.6,High
2003,Germany,5685.29,1.002,5.06,4.8,17.42,554.25,61.23,421.76,High
2021,Pakistan,3444.56,0.964,3.91,2.62,25.1,1098.4,74.11,392.01,Medium
1987,China,4642.5,0.946,2.98,1.3,23.26,553.55,61.51,406.73,Low
2003,Australia,7458.5,1.114,3.99,0.13,39.64,838.94,57.66,394.15,High
1995,Russia,5389.08,1.024,3.29,4.38,24.39,129.93,25.63,356.96,High
2005,China,4348.73,1.066,4.11,3.81,56.58,1156.45,65.11,382.47,High
2006,Germany,4182.66,1.185,2.73,3.23,58.63,1063.32,85.72,419.74,Low
2016,India,3383.83,1.263,2.85,2.22,51.83,544.4,48.53,405.0,Medium
1983,Germany,6379.0,1.3,2.61,3.95,16.88,1371.65,34.25,412.2,High
2003,Brazil,4322.46,1.29,2.91,1.36,13.36,614.37,67.82,402.85,Medium
1998,Brazil,3525.8,1.174,2.5,1.1,41.18,853.65,82.94,403.88,Low
2015,Canada,3695.18,0.654,5.06,4.65,42.6,717.53,59.63,343.64,High
2018,Australia,1086.1,0.802,4.5,0.35,30.6,392.64,25.09,399.57,Medium
1989,Brazil,6059.18,0.875,1.51,4.54,16.24,627.33,59.64,395.45,High
2004,Canada,4643.92,0.958,1.08,1.14,23.6,703.26,32.5,438.72,Low
1997,India,3156.96,0.793,3.36,4.72,34.41,529.39,36.13,415.42,High
1998,Russia,7080.73,0.757,2.35,1.92,37.68,414.7,80.15,414.87,High
2015,Australia,5069.77,0.588,2.06,1.92,14.54,1035.08,52.0,440.79,Low
1989,India,1637.79,0.896,5.83,0.23,30.74,221.41,77.89,428.73,Medium
2012,China,6082.72,1.03,2.8,4.13,14.77,1002.77,89.15,392.16,High
1984,Canada,3483.86,0.919,2.03,4.33,11.84,1257.81,34.81,460.08,High
2014,Canada,5893.16,0.906,1.85,3.56,27.65,1229.01,68.0,412.33,High
2023,Australia,5757.67,1.067,5.38,3.68,49.87,553.98,37.29,388.28,High
2013,Brazil,5206.05,1.17,2.86,1.54,52.96,308.24,87.31,404.56,Low
2012,China,3122.44,1.067,3.83,3.36,43.57,1204.19,52.81,375.86,Medium
2000,China,3151.05,1.109,3.75,0.07,18.84,628.76,52.46,425.04,Low
1996,Canada,4926.65,1.219,3.0,3.64,42.31,470.98,89.78,419.21,High
2001,Pakistan,3587.94,0.848,5.63,4.59,42.62,1260.14,83.99,416.8,High
2016,Canada,6828.99,1.331,2.81,1.19,52.93,161.59,48.54,460.34,High
1994,Brazil,4847.8,0.846,1.71,0.36,59.26,258.46,23.11,393.74,Low
2014,Brazil,3492.7,0.895,1.71,3.53,40.16,630.78,77.89,421.42,High
2007,Brazil,6497.84,0.323,3.46,4.67,39.26,619.42,48.17,397.17,High
1986,China,2133.9,0.839,4.72,4.45,31.78,192.67,24.7,382.72,High
2011,Russia,4802.25,0.603,3.48,4.65,10.17,405.42,27.63,391.56,High
1990,USA,5834.26,1.351,1.79,3.33,30.01,515.22,57.37,445.33,Medium
1989,Germany,3456.54,1.257,3.05,1.98,41.54,1018.52,55.72,423.85,Medium
1988,UK,4351.36,0.817,2.0,2.18,42.82,1385.74,65.9,393.49,Low
1993,Pakistan,3988.4,0.865,2.62,4.59,12.92,1337.58,58.5,426.03,High
1992,Canada,3313.32,0.559,2.32,3.34,15.77,936.57,41.1,400.91,Low
2004,Australia,5114.7,0.748,2.18,3.08,38.85,423.02,83.63,428.36,Low
1981,UK,6276.54,1.156,2.49,3.31,10.51,776.73,56.86,405.66,High
2014,UK,8005.62,1.368,2.54,4.2,40.39,582.69,43.16,383.97,High
1986,Russia,6142.93,0.965,2.78,0.27,53.31,17.28,53.3,392.01,High
2000,Pakistan,4595.99,1.021,2.65,0.84,24.72,464.14,89.65,429.86,Low
1997,Brazil,6671.98,1.03,4.67,1.13,26.21,522.8,51.86,424.38,High
1982,Australia,3306.3,0.84,2.02,1.06,51.18,247.71,29.52,437.7,Low
2021,Brazil,4195.57,1.077,1.48,2.63,55.59,44.49,27.99,423.67,Low
2018,USA,6428.94,0.91,3.63,1.51,27.52,630.86,68.43,408.72,High
2020,Pakistan,4012.92,1.185,3.28,1.84,24.47,9.6,38.28,435.7,Low
1990,UK,5086.65,0.981,1.83,2.48,34.09,1244.33,44.26,426.38,Low
2018,Australia,3948.31,0.556,5.29,2.67,13.16,157.48,88.56,425.4,Medium
2003,Brazil,4676.54,1.146,3.47,2.26,29.05,1008.45,68.08,371.22,Low
1998,UK,4896.15,1.037,4.68,2.8,48.47,738.73,45.08,374.44,Medium
1983,Australia,5707.0,0.858,3.33,1.43,33.55,1222.46,21.34,432.01,Low
2005,India,5248.56,0.986,4.73,3.09,56.98,388.14,20.81,396.03,Medium
2017,China,6072.49,0.715,5.31,1.85,51.95,1156.29,38.18,415.73,High
2021,UK,5588.18,0.678,1.79,4.8,20.03,1316.75,61.61,427.42,High
2011,Brazil,4700.21,0.881,2.01,4.57,49.9,469.18,26.69,448.85,High
2018,Pakistan,4086.07,1.089,2.92,3.86,15.71,46.05,27.08,411.52,High
2024,India,3628.12,1.121,3.33,4.14,33.83,1185.97,20.58,436.88,High
2015,Germany,908.58,0.655,4.28,4.86,28.04,317.63,57.68,404.57,High
2019,Russia,4827.37,0.996,3.51,0.94,51.88,690.37,76.21,422.29,Low
2016,Canada,3285.42,0.67,3.43,3.21,43.37,793.77,51.63,438.12,Low
2012,China,3685.78,1.021,3.41,0.75,42.67,1040.7,33.89,399.78,Low
2015,Germany,4549.19,0.942,4.48,1.24,41.33,598.92,41.28,355.1,Medium
1982,Australia,4218.39,1.046,2.89,2.13,49.08,983.15,43.48,428.61,Low
1988,Pakistan,5821.41,0.783,4.63,0.63,12.68,837.08,40.27,389.11,Medium
1987,Canada,4750.06,1.38,3.6,1.71,48.83,426.13,85.13,352.36,Medium
2012,Australia,7440.2,1.579,3.28,2.95,56.82,586.65,38.84,378.33,High
1985,China,8291.08,0.924,2.02,0.6,50.75,886.0,54.71,387.3,High
2020,Brazil,4540.84,0.779,3.69,3.09,49.18,1077.11,75.3,397.7,Low
2018,Australia,3729.51,0.667,2.88,1.9,48.64,315.86,73.91,429.5,Low
1983,UK,2355.14,0.612,3.38,1.85,17.13,90.6,58.75,407.86,Low
1992,Australia,7741.71,1.299,2.69,4.47,41.33,1018.25,50.7,365.19,High
1981,Pakistan,3914.1,0.846,4.37,1.95,38.87,278.42,75.3,389.28,Medium
1984,USA,4189.57,0.593,4.63,3.53,28.76,1238.84,82.21,419.83,High
2023,USA,3950.53,0.649,2.5,4.58,16.31,527.1,85.63,418.27,High
2006,India,4510.0,0.623,3.38,3.7,36.85,1076.02,31.39,384.1,High
2011,Russia,4284.58,1.38,2.24,3.3,59.0,378.0,62.54,435.88,Medium
2000,China,6240.19,1.426,2.43,1.36,41.01,857.69,60.26,401.42,High
1987,Pakistan,881.26,0.93,3.01,3.64,24.43,299.37,23.01,397.08,High
2017,Australia,4718.55,0.891,4.31,1.04,24.2,605.46,32.47,416.55,Medium
1987,Russia,6076.99,0.365,1.71,0.37,17.03,1010.17,68.73,439.2,High
1982,Canada,3964.41,0.567,2.39,2.76,51.17,1128.78,30.06,454.51,Low
2023,Germany,5882.48,0.726,3.7,4.61,11.34,869.06,39.57,371.82,High
1982,China,5134.25,1.174,1.92,1.46,30.08,823.5,81.91,404.42,Low
2001,Australia,3923.3,1.712,4.59,1.55,30.78,285.73,48.98,407.83,Medium
1985,Russia,2281.69,1.22,4.3,2.83,21.55,15.03,28.04,446.15,Medium
1981,USA,5609.8,0.948,3.95,0.78,40.86,294.94,35.57,424.84,Medium
2002,USA,5477.46,1.042,3.36,3.39,24.57,265.04,60.02,427.88,Low
2023,Pakistan,3889.06,1.03,2.15,2.38,59.75,1088.19,20.37,440.43,Low
1981,Germany,6139.83,0.896,1.91,0.86,56.44,40.46,68.49,411.0,High
2017,China,4272.41,0.948,2.13,2.34,27.78,698.6,65.6,414.99,Low
1996,Russia,6551.65,0.478,3.8,0.56,23.94,472.99,56.69,483.75,High
2014,Pakistan,5454.5,0.774,2.32,3.13,39.2,332.15,57.29,430.52,Low
2013,Russia,7220.0,0.873,3.36,0.51,20.07,1043.1,81.04,396.39,High
2002,Brazil,5544.52,0.662,1.18,3.78,45.21,360.69,72.53,414.72,High
2009,China,5042.04,1.057,3.34,3.42,44.33,364.86,38.25,412.98,Low
1987,India,2173.13,1.157,3.11,0.32,45.82,1154.01,82.97,378.72,Low
2001,Pakistan,5080.51,1.385,2.81,0.39,13.55,644.44,46.92,460.32,Medium
2023,USA,4641.16,0.869,3.5,1.6,10.4,957.29,47.39,423.56,Low
2015,India,7422.74,0.427,5.29,0.65,50.12,1393.8,53.49,389.07,High
1984,Australia,5320.2,1.475,3.6,1.64,16.51,991.31,63.8,420.12,Medium
1992,India,6173.76,0.7,2.71,1.03,47.36,856.74,25.55,365.11,High
2008,India,7105.83,1.611,2.07,3.39,18.92,506.12,56.34,383.91,High
2010,Pakistan,7009.28,1.456,2.48,0.64,24.01,340.47,35.32,391.0,High
1995,UK,4869.5,0.894,3.16,0.18,55.99,203.86,46.21,409.42,Low
2021,India,8193.39,0.904,3.63,1.11,31.29,949.55,74.77,404.99,High
2009,India,4240.87,0.627,2.89,1.87,38.71,1348.09,33.22,394.33,Low
1995,Russia,6995.73,0.304,2.16,0.1,15.45,761.39,73.52,461.18,High
1991,China,3880.14,1.153,1.66,3.71,24.59,589.88,61.6,401.36,High
1996,USA,6290.04,0.946,3.15,3.72,26.82,1336.73,52.54,432.34,High
1995,Pakistan,3554.3,1.334,2.49,2.37,16.42,392.96,52.82,395.18,Medium
1991,Germany,5928.1,1.377,3.55,2.48,31.25,429.8,48.05,470.97,Medium
1987,India,3719.11,0.458,2.71,3.62,30.81,1030.84,53.2,389.07,High
1999,Canada,3444.88,1.012,1.88,3.73,55.88,536.35,71.48,476.38,High
1982,China,3550.54,1.636,2.21,3.27,54.9,861.79,51.17,412.13,Medium
1995,Germany,5746.97,0.693,4.78,0.5,15.05,860.03,44.4,421.47,Medium
2009,Russia,5741.73,1.342,4.47,2.94,20.28,501.4,79.17,383.15,Medium
2024,Germany,5735.29,1.101,4.62,2.93,20.84,671.21,50.16,404.12,Medium
2002,Germany,5332.0,1.084,3.94,1.96,57.19,1396.24,78.65,413.32,Medium
2007,Germany,4273.94,0.975,3.86,0.84,26.01,1288.32,27.04,413.44,Medium
2019,Canada,3917.87,0.615,3.47,4.67,34.42,107.44,74.99,405.5,High
1984,China,3447.42,0.51,4.38,3.93,33.41,459.81,37.56,379.51,High
1999,Germany,3357.54,0.801,3.49,2.21,14.71,1137.52,43.2,441.54,Low
2019,Australia,6819.55,0.655,4.56,1.43,31.91,91.72,71.44,394.01,High
2023,UK,3411.73,1.147,4.73,2.08,28.15,960.77,86.01,441.22,Medium
1980,Brazil,3601.79,1.623,2.89,2.4,36.63,901.23,41.88,413.53,Medium
2009,USA,3502.75,1.448,4.23,3.88,58.85,628.39,24.08,460.2,High
2000,Australia,3009.95,0.845,2.72,0.23,42.98,329.94,41.59,412.98,Low
1999,India,5456.98,1.345,3.17,3.42,56.21,49.0,40.8,374.4,Medium
1985,Russia,4196.13,1.25,2.45,3.18,13.21,53.43,24.95,428.99,Medium
2001,Brazil,4754.3,1.063,4.27,3.33,16.11,1342.66,53.69,377.2,Medium
1997,Pakistan,4825.2,1.505,3.53,3.56,31.38,1265.56,47.07,425.27,High
1987,China,5433.0,0.449,3.9,4.78,16.64,576.51,37.64,379.26,High
2018,Brazil,5151.91,0.795,4.42,4.0,25.26,1022.04,41.4,422.92,High
2011,India,6775.7,1.236,2.71,2.87,36.47,1254.58,66.32,399.08,High
2012,India,3998.14,1.092,2.86,2.17,46.86,779.49,86.39,399.7,Low
1995,Australia,4111.81,0.799,3.71,4.26,56.1,69.8,58.32,407.85,High
1991,USA,4866.61,0.586,3.02,4.96,31.62,1145.85,54.17,421.25,High
2017,Australia,4890.07,0.547,3.32,4.86,37.33,1019.73,89.54,394.53,High
2013,Germany,2775.6,0.955,4.73,2.75,46.64,1155.68,65.36,426.09,Medium
1993,Pakistan,2635.02,1.21,2.15,3.26,49.35,1235.93,55.21,416.98,Medium
2015,Russia,4788.84,1.389,2.38,4.1,33.92,420.06,73.65,395.89,High
2012,USA,7078.7,0.684,2.87,2.05,31.46,1186.21,74.06,360.5,High
2002,China,7227.13,0.914,3.86,3.51,10.29,1334.33,34.46,411.85,High
2024,China,3324.19,0.715,3.39,1.88,54.02,1210.72,41.44,414.73,Low
1981,UK,4354.25,1.13,4.16,3.1,11.62,1378.64,30.58,447.14,Medium
2020,USA,5243.78,1.174,3.12,0.74,48.56,889.51,34.4,425.25,Low
2000,USA,5455.88,0.734,3.6,3.86,31.67,570.68,30.67,416.66,High
1981,China,3539.59,0.596,4.03,0.46,52.9,445.54,66.88,394.41,Medium
2006,Brazil,7553.73,1.527,3.52,0.68,59.11,1276.13,82.11,447.33,High
1988,China,4144.61,1.012,2.67,4.13,48.76,262.8,33.26,374.91,High
1980,Brazil,5553.34,1.028,5.04,2.79,16.29,668.9,45.42,369.77,Medium
1990,India,4506.11,0.642,5.25,2.52,38.94,332.12,37.71,412.77,Medium
1982,India,4513.47,0.949,4.63,4.4,40.53,1262.91,41.72,400.39,High
2002,Russia,6135.05,0.789,2.44,1.66,53.19,793.75,62.63,393.15,High
2005,Germany,6477.47,0.822,3.68,1.66,47.17,1162.65,52.81,386.09,High
1983,Pakistan,6021.11,0.711,4.13,2.66,21.93,387.64,57.21,380.26,High
1997,Russia,3675.24,1.342,3.74,4.22,38.39,1355.84,43.43,449.41,High
1985,USA,2981.61,0.787,2.76,1.03,51.58,1168.52,58.99,408.77,Low
2014,Australia,8990.47,1.256,3.74,1.47,32.33,647.7,57.77,413.87,High
2001,Brazil,5460.46,0.633,2.8,3.64,43.77,1363.79,44.76,401.02,High
2022,Russia,3653.21,1.418,1.52,4.94,36.03,894.85,41.87,403.86,High
1994,India,6413.32,1.046,4.52,3.49,55.67,297.35,79.22,417.88,High
2001,Australia,3641.16,1.198,4.69,2.82,35.84,122.59,84.75,396.87,Medium
2016,Germany,7952.63,0.492,3.59,4.38,21.74,121.22,76.7,443.39,High
2021,Pakistan,4388.42,1.189,-0.08,2.04,18.51,399.42,35.89,410.22,Low
1991,Australia,6288.33,1.655,4.98,3.39,51.47,940.02,62.29,417.62,High
2021,Russia,4932.67,1.05,2.67,1.2,26.86,76.35,50.42,410.38,Low
2017,China,2713.82,1.766,1.96,1.98,21.01,666.1,59.91,361.19,Medium
1997,UK,3524.08,0.458,2.18,3.59,21.6,887.05,34.4,412.64,High
2024,Australia,3848.66,0.708,3.36,3.04,52.05,467.88,34.55,452.09,Low
2014,Russia,3972.77,1.126,3.94,4.52,12.54,83.44,36.31,406.16,High
2009,Canada,5281.2,0.709,3.64,1.03,11.15,85.19,71.74,407.5,Low
2003,Germany,1352.28,1.647,3.22,2.45,31.8,1122.02,64.87,437.73,Medium
2021,Canada,5291.41,0.679,4.92,0.26,13.55,358.71,83.32,391.41,Medium
2009,Pakistan,2036.33,1.223,3.28,4.85,34.78,1176.9,43.07,395.24,High
1993,Pakistan,5536.9,0.789,3.05,3.02,21.01,455.56,33.84,402.07,Low
1985,Australia,3799.18,0.411,3.7,0.91,32.7,1308.89,69.87,406.81,Low
1982,Australia,5201.93,0.956,2.68,4.26,10.78,1393.36,34.1,388.86,High
1995,Brazil,2999.06,0.895,1.52,0.55,32.35,1117.01,63.59,391.47,Low
1986,China,4056.01,1.12,3.39,4.42,24.05,838.38,23.44,364.79,High
1993,Russia,1930.37,1.252,3.81,0.2,57.7,50.2,38.27,383.78,Medium
1988,Pakistan,3130.68,0.781,3.05,4.7,44.89,800.31,83.57,407.5,High
1994,Pakistan,7102.15,1.258,3.67,1.49,11.57,72.61,78.11,396.85,High
2000,Pakistan,7141.75,1.013,3.05,1.84,38.64,1240.76,30.06,396.07,High
2014,Pakistan,3133.72,0.745,2.72,3.14,48.96,323.55,30.08,432.77,Low
1981,India,4492.16,0.792,2.77,4.71,31.34,899.04,55.05,404.51,High
2006,India,5687.49,1.007,2.67,0.96,58.96,664.06,82.62,427.93,Low
1981,India,5120.71,1.134,1.5,1.79,47.74,768.31,33.02,456.49,Low
2014,Germany,4136.14,0.964,3.86,3.39,19.67,549.29,73.96,391.16,Medium
1997,UK,2664.36,0.929,1.91,0.35,39.94,360.88,85.54,428.89,Low
1993,USA,6315.54,0.767,5.88,1.7,13.64,63.35,43.19,418.28,High
1999,India,4238.24,1.018,1.19,3.16,13.13,734.36,46.22,423.04,Low
1997,Brazil,2531.8,1.068,2.78,2.19,48.23,68.47,26.67,428.65,Low
1989,China,4932.21,1.58,5.53,4.89,35.49,1288.95,53.49,401.89,High
2004,UK,4484.64,0.71,3.01,4.88,29.68,1156.26,85.91,426.23,High
1981,Pakistan,4237.04,1.384,2.5,4.64,52.64,1329.37,72.92,409.2,High
2004,USA,5189.84,1.219,1.84,4.78,12.16,876.6,21.95,373.42,High
2012,USA,4680.72,0.959,3.38,4.76,10.23,1240.74,26.77,409.56,High
2015,Germany,6681.95,1.564,2.13,4.21,23.75,128.29,56.0,400.46,High
2010,Brazil,3630.15,0.966,3.28,4.75,20.5,483.06,75.46,417.33,High
1993,USA,3843.78,1.076,4.41,0.04,32.96,1176.83,54.64,404.11,Medium
1980,Canada,6157.35,0.887,2.82,3.91,10.19,177.05,24.76,450.74,High
1995,Russia,8743.0,1.199,4.15,2.68,56.19,482.2,50.35,415.09,High
1982,Pakistan,8508.29,0.999,3.09,2.35,51.82,531.03,59.27,386.19,High
2014,Canada,6097.85,0.728,5.0,0.63,18.16,954.84,37.22,372.43,High
2020,USA,4474.17,1.119,4.34,1.78,41.0,325.96,52.39,387.33,Medium
1985,USA,4198.94,1.476,4.94,1.92,25.96,1000.95,88.04,400.22,Medium
2004,USA,4419.38,0.817,3.64,1.09,50.86,216.49,38.76,395.44,Low
1992,Germany,2388.16,1.26,4.94,4.73,53.8,758.33,56.72,379.62,High
2013,Canada,6024.42,0.819,2.69,3.05,39.94,868.82,34.12,441.24,High
1987,India,6982.03,1.118,3.09,4.83,54.74,601.95,85.82,404.72,High
2000,India,4797.44,1.162,3.89,2.93,24.77,325.54,21.98,376.67,Medium
2013,India,8139.36,1.372,1.97,2.64,27.64,1310.82,77.72,390.08,High
1983,China,9089.12,0.757,2.93,1.94,13.29,398.75,26.88,423.9,High
2004,Brazil,6327.63,0.936,3.66,0.98,28.6,1220.95,23.8,374.53,High
1994,Canada,3994.45,0.835,2.74,0.9,51.53,972.41,76.06,364.14,Low
1983,Russia,3712.7,1.214,5.08,3.64,22.4,908.92,59.88,419.19,High
2024,India,6161.1,1.193,4.03,4.06,47.45,1349.83,61.04,375.69,High
1991,Pakistan,6579.91,1.058,3.86,0.18,41.62,257.63,42.24,362.3,High
2011,Canada,4014.73,0.977,2.57,0.52,16.71,630.42,69.14,407.47,Low
2011,Brazil,3260.69,1.265,4.38,3.68,33.65,1208.68,52.41,397.22,High
2007,USA,2433.92,0.624,1.63,0.86,17.33,1092.31,75.37,402.85,Low
1992,Australia,3434.54,1.042,3.69,1.9,19.73,245.51,35.81,419.54,Low
2010,Germany,4372.7,1.308,4.47,3.96,22.97,331.56,70.81,436.55,High
1993,India,6635.71,0.592,3.3,4.36,51.18,359.48,76.25,426.47,High
1999,Pakistan,4140.92,0.876,1.87,4.57,49.84,523.69,35.96,422.33,High
1997,Brazil,398.65,0.865,3.68,1.7,52.8,844.25,60.1,407.89,Low
2008,India,4017.16,0.88,1.52,3.0,21.97,655.97,67.28,403.49,Low
1985,Pakistan,4500.28,1.533,1.69,2.4,44.99,1011.61,33.46,377.07,Medium
2011,Germany,4467.39,0.366,4.93,3.55,44.1,826.11,55.44,399.57,High
2008,Pakistan,1124.81,0.864,4.34,3.7,21.61,1147.68,86.7,416.99,High
2022,Germany,4488.28,1.163,1.3,1.12,13.88,1221.05,58.82,417.4,Low
1981,Brazil,6980.05,1.242,2.05,4.71,24.94,1039.76,55.48,425.3,High
2002,China,4300.76,1.318,4.11,2.43,30.6,1116.23,81.69,384.93,Medium
1998,India,3987.8,0.571,4.55,1.13,53.04,170.23,89.19,414.04,Medium
2010,India,3841.77,1.359,3.48,1.4,56.53,1047.88,84.54,431.09,Medium
