ID,Age,Income,LoanAmount,CreditScore,EmploymentYears,Dependents,Married,OwnHouse,DefaultedBefore,Date,Approved
15251,28,41533,11758,647,25,2,1,0,0,2056-10-02,1
15252,34,73150,6242,385,26,3,0,1,0,2056-10-03,0
15253,65,25934,38307,459,7,4,1,1,1,2056-10-04,0
15254,62,80303,29183,491,21,0,0,1,1,2056-10-05,0
15255,39,102858,32462,513,37,0,0,0,0,2056-10-06,0
15256,54,107170,10091,751,7,3,0,0,1,2056-10-07,1
15257,37,65579,22742,683,22,2,1,1,1,2056-10-08,1
15258,65,122859,23682,537,11,0,1,1,1,2056-10-09,0
15259,65,124842,12197,552,18,4,0,0,0,2056-10-10,0
15260,65,76847,42990,713,19,3,1,1,0,2056-10-11,0
15261,63,59324,13725,382,32,3,1,0,1,2056-10-12,0
15262,23,71316,41407,327,9,4,1,0,0,2056-10-13,0
15263,51,107188,27056,571,10,0,0,1,0,2056-10-14,0
15264,31,108172,8616,704,33,3,0,1,0,2056-10-15,1
15265,65,116491,43721,349,6,1,0,1,0,2056-10-16,0
15266,40,124425,7759,468,19,2,1,0,1,2056-10-17,0
15267,37,72025,30534,331,5,2,1,0,1,2056-10-18,0
15268,30,54218,9806,365,20,3,1,0,0,2056-10-19,0
15269,64,90641,15166,412,33,4,1,0,1,2056-10-20,0
15270,61,123940,24490,458,27,2,0,0,0,2056-10-21,0
15271,58,119507,46715,662,11,0,1,1,1,2056-10-22,0
15272,49,59820,26785,359,21,3,1,1,1,2056-10-23,0
15273,43,111984,5783,707,0,4,1,1,0,2056-10-24,1
15274,67,139179,21377,411,13,4,1,0,1,2056-10-25,0
15275,31,72176,11143,304,36,4,0,1,1,2056-10-26,0
15276,69,42528,42255,516,27,4,0,1,1,2056-10-27,0
15277,53,71207,40428,542,37,4,1,1,0,2056-10-28,0
15278,25,22191,1521,375,5,1,1,1,1,2056-10-29,0
15279,57,46254,49611,463,6,3,1,0,0,2056-10-30,0
15280,39,67378,37383,718,30,2,1,1,1,2056-10-31,0
15281,39,109752,15268,543,3,2,0,0,1,2056-11-01,0
15282,33,130878,2620,783,25,4,1,0,1,2056-11-02,1
15283,44,63497,29585,536,26,1,1,1,1,2056-11-03,0
15284,27,128161,23385,835,38,4,0,0,0,2056-11-04,1
15285,42,73880,1504,795,23,4,0,1,1,2056-11-05,1
15286,48,123994,41217,374,33,2,0,1,0,2056-11-06,0
15287,38,106744,9086,735,21,2,0,1,1,2056-11-07,1
15288,44,81470,20848,339,0,2,1,0,0,2056-11-08,0
15289,34,104931,49580,377,22,2,1,0,0,2056-11-09,0
15290,50,125923,7198,663,26,1,1,0,1,2056-11-10,1
15291,48,44819,38511,537,13,1,1,0,1,2056-11-11,0
15292,67,61099,24531,717,39,1,0,0,1,2056-11-12,1
15293,59,55216,24607,322,10,1,1,0,1,2056-11-13,0
15294,43,119028,26526,474,23,4,1,0,1,2056-11-14,0
15295,38,111676,10965,839,23,3,0,0,0,2056-11-15,1
15296,53,84469,27442,781,36,1,0,0,1,2056-11-16,1
15297,18,65219,9247,426,15,2,0,0,0,2056-11-17,0
15298,21,36487,13451,779,7,2,0,0,0,2056-11-18,0
15299,21,56815,25465,327,6,3,0,1,1,2056-11-19,0
15300,43,85598,21254,752,9,2,1,0,0,2056-11-20,1
15301,21,54830,3536,794,17,3,0,0,1,2056-11-21,1
15302,66,113981,44015,479,37,3,0,1,1,2056-11-22,0
15303,26,105485,24139,767,4,2,1,1,0,2056-11-23,1
15304,47,112338,25562,828,36,0,0,1,0,2056-11-24,1
15305,68,144426,33914,432,7,1,1,0,1,2056-11-25,0
15306,62,59352,31101,484,36,1,1,0,1,2056-11-26,0
15307,21,75820,44146,717,7,3,1,1,1,2056-11-27,0
15308,22,73974,5290,428,8,2,0,1,1,2056-11-28,0
15309,62,101383,17841,757,10,2,0,1,1,2056-11-29,1
15310,40,100182,30100,312,7,3,1,0,1,2056-11-30,0
15311,33,32264,9386,705,29,4,0,0,1,2056-12-01,0
15312,39,24833,31330,522,31,1,1,1,1,2056-12-02,0
15313,54,40030,42254,538,26,4,0,1,0,2056-12-03,0
15314,25,128286,33504,464,1,4,0,0,1,2056-12-04,0
15315,65,99827,29068,602,11,0,1,0,0,2056-12-05,1
15316,50,102049,35865,676,35,3,1,1,0,2056-12-06,0
15317,55,121319,8437,504,23,4,1,0,0,2056-12-07,0
15318,60,101361,46875,559,30,1,0,1,0,2056-12-08,0
15319,33,148951,48481,535,9,0,0,1,0,2056-12-09,0
15320,22,142357,6723,713,17,4,1,1,0,2056-12-10,1
15321,33,148262,33285,353,6,2,1,0,0,2056-12-11,0
15322,24,25290,29792,585,21,3,0,1,1,2056-12-12,0
15323,68,135614,24194,600,31,3,0,1,1,2056-12-13,0
15324,18,120284,36393,828,16,0,1,1,1,2056-12-14,0
15325,26,123829,33868,507,8,2,0,1,0,2056-12-15,0
15326,35,144605,14644,779,18,3,1,1,1,2056-12-16,1
15327,62,21819,10510,686,39,4,1,0,1,2056-12-17,0
15328,64,117304,22929,711,0,1,0,1,0,2056-12-18,1
15329,20,90643,16443,644,29,4,0,0,0,2056-12-19,1
15330,41,32736,24358,824,27,0,0,1,0,2056-12-20,0
15331,45,46783,34638,806,29,4,1,1,1,2056-12-21,0
15332,27,31480,23582,518,26,0,1,0,0,2056-12-22,0
15333,26,57551,11385,322,35,4,1,1,1,2056-12-23,0
15334,30,55663,35465,627,33,2,1,0,1,2056-12-24,0
15335,65,38140,19799,740,22,3,0,1,0,2056-12-25,0
15336,52,145417,6292,718,13,1,0,1,1,2056-12-26,1
15337,40,104247,2616,398,33,0,1,1,0,2056-12-27,0
15338,64,128624,8062,503,31,2,1,1,1,2056-12-28,0
15339,34,39580,20486,571,11,3,1,0,0,2056-12-29,0
15340,63,46793,26992,616,13,3,0,0,1,2056-12-30,1
15341,24,56421,28426,614,36,2,0,1,1,2056-12-31,1
15342,69,68717,39296,371,18,4,0,0,0,2057-01-01,0
15343,33,129657,48782,794,14,4,0,1,1,2057-01-02,0
15344,57,30619,15237,364,22,0,1,0,1,2057-01-03,0
15345,53,33147,21740,625,4,3,0,1,0,2057-01-04,0
15346,37,59022,18051,370,3,1,0,0,0,2057-01-05,0
15347,41,89795,41564,342,29,0,0,0,0,2057-01-06,0
15348,64,118718,8686,620,9,1,0,1,0,2057-01-07,1
15349,22,48670,6993,338,8,3,1,0,1,2057-01-08,0
15350,62,84127,30941,441,30,0,0,0,1,2057-01-09,0
15351,23,114362,26463,535,6,1,1,0,0,2057-01-10,0
15352,45,91873,22929,847,26,0,1,1,0,2057-01-11,1
15353,22,28146,46865,461,20,4,1,1,1,2057-01-12,0
15354,66,33787,36640,743,15,0,0,1,1,2057-01-13,0
15355,56,67788,21197,452,17,4,1,1,1,2057-01-14,0
15356,55,79179,28071,835,35,0,1,1,1,2057-01-15,1
15357,19,51544,37475,306,13,0,0,0,1,2057-01-16,0
15358,60,63028,42176,452,21,4,1,1,0,2057-01-17,0
15359,56,72022,38393,650,11,3,0,1,0,2057-01-18,0
15360,38,45598,35932,720,20,1,0,0,1,2057-01-19,0
15361,57,124556,11478,696,21,1,0,0,1,2057-01-20,1
15362,54,118702,45633,392,18,1,1,0,1,2057-01-21,0
15363,35,145857,20372,707,31,0,1,1,0,2057-01-22,1
15364,65,80263,47355,728,24,0,1,0,1,2057-01-23,0
15365,63,40354,41767,742,2,3,1,0,1,2057-01-24,0
15366,29,126624,48901,798,28,4,0,0,1,2057-01-25,0
15367,34,46108,14051,739,1,2,1,0,0,2057-01-26,1
15368,54,149303,28241,654,25,0,1,1,0,2057-01-27,1
15369,63,108490,48478,824,35,2,0,0,1,2057-01-28,0
15370,55,135738,33930,549,34,0,1,1,0,2057-01-29,0
15371,32,55720,22373,467,27,2,0,1,1,2057-01-30,0
15372,24,36727,31916,440,13,1,0,1,1,2057-01-31,0
15373,31,95152,33568,745,21,1,1,0,1,2057-02-01,0
15374,67,118907,48630,608,22,1,0,0,0,2057-02-02,0
15375,18,33606,8630,536,31,3,0,0,0,2057-02-03,0
15376,55,95318,2563,599,33,3,0,1,1,2057-02-04,0
15377,20,50915,33779,751,4,2,0,1,0,2057-02-05,0
15378,54,59804,38058,744,18,1,0,1,0,2057-02-06,0
15379,61,123132,2289,737,34,0,1,0,1,2057-02-07,1
15380,48,42316,2798,476,30,3,0,1,1,2057-02-08,0
15381,60,73403,23186,848,10,0,0,1,0,2057-02-09,1
15382,30,26583,48440,317,28,3,0,1,0,2057-02-10,0
15383,65,87684,46870,739,30,3,1,1,0,2057-02-11,0
15384,35,91580,22997,733,9,1,0,0,0,2057-02-12,1
15385,34,69899,4316,496,21,3,1,0,1,2057-02-13,0
15386,34,77843,45059,683,16,1,1,1,1,2057-02-14,0
15387,28,23356,32505,823,10,3,0,0,1,2057-02-15,0
15388,37,90724,3412,315,2,2,1,0,0,2057-02-16,0
15389,27,140586,38810,573,4,1,1,0,0,2057-02-17,0
15390,46,85921,28684,326,11,0,0,0,1,2057-02-18,0
15391,65,35811,38835,666,19,4,1,1,1,2057-02-19,0
15392,51,89769,31087,518,32,1,1,0,1,2057-02-20,0
15393,34,48919,21221,822,0,0,1,1,0,2057-02-21,1
15394,69,26246,42831,324,5,2,0,0,0,2057-02-22,0
15395,59,148619,24144,515,9,3,0,1,0,2057-02-23,0
15396,30,87271,4067,548,12,3,1,0,1,2057-02-24,0
15397,61,38941,24794,728,9,2,0,1,0,2057-02-25,0
15398,64,99222,15290,797,16,4,1,0,0,2057-02-26,1
15399,56,57590,26541,760,9,1,1,0,0,2057-02-27,1
15400,44,119482,3011,488,7,0,0,1,0,2057-02-28,0
15401,43,34422,48147,461,14,3,0,0,1,2057-03-01,0
15402,45,119183,12441,442,25,3,1,1,1,2057-03-02,0
15403,30,103425,30842,753,1,0,0,1,1,2057-03-03,0
15404,29,149954,26136,661,20,1,0,1,0,2057-03-04,1
15405,61,140016,43050,608,7,0,1,1,1,2057-03-05,0
15406,45,135694,4485,833,16,2,0,0,0,2057-03-06,1
15407,19,123601,25484,790,23,3,1,0,1,2057-03-07,1
15408,54,89193,13122,804,20,4,1,1,0,2057-03-08,1
15409,51,139797,2477,307,0,2,0,0,0,2057-03-09,0
15410,40,96033,44628,567,23,3,0,0,0,2057-03-10,0
15411,69,36656,9400,451,2,2,0,0,0,2057-03-11,0
15412,62,149886,4886,796,39,4,1,1,0,2057-03-12,1
15413,46,121199,26565,435,39,1,1,1,0,2057-03-13,0
15414,52,121399,45238,558,32,0,1,0,0,2057-03-14,0
15415,28,80216,8250,415,27,3,1,1,0,2057-03-15,0
15416,65,103526,46341,414,13,1,1,0,0,2057-03-16,0
15417,50,82034,48975,665,28,1,1,0,1,2057-03-17,0
15418,68,55215,8624,630,2,3,1,1,1,2057-03-18,1
15419,28,59264,2658,404,23,1,0,1,0,2057-03-19,0
15420,26,112963,30089,845,25,2,1,1,0,2057-03-20,0
15421,31,21324,10453,447,23,2,1,0,0,2057-03-21,0
15422,26,95785,25921,675,12,0,0,1,0,2057-03-22,1
15423,56,40286,5461,358,13,4,1,1,1,2057-03-23,0
15424,65,109130,21836,500,10,4,1,0,0,2057-03-24,0
15425,20,39506,13348,598,3,1,1,1,1,2057-03-25,0
15426,46,145646,28007,657,2,4,0,1,1,2057-03-26,1
15427,36,46730,24714,825,37,1,1,1,1,2057-03-27,1
15428,53,139554,38441,837,11,1,1,0,1,2057-03-28,0
15429,49,103649,15348,424,38,3,1,1,0,2057-03-29,0
15430,24,123658,11811,778,0,0,1,1,1,2057-03-30,1
15431,45,73737,20562,453,13,4,0,0,1,2057-03-31,0
15432,61,137410,2288,493,21,0,1,0,0,2057-04-01,0
15433,35,81914,15228,363,23,2,1,1,1,2057-04-02,0
15434,22,73828,48016,703,12,0,0,1,0,2057-04-03,0
15435,40,22894,12371,404,4,2,0,1,0,2057-04-04,0
15436,39,47939,14120,531,34,1,0,1,1,2057-04-05,0
15437,43,79184,36504,719,24,4,1,1,0,2057-04-06,0
15438,59,142336,28460,487,20,1,1,0,0,2057-04-07,0
15439,29,68896,40146,545,36,0,0,1,0,2057-04-08,0
15440,57,67563,14204,399,28,1,1,1,0,2057-04-09,0
15441,36,54729,39716,671,20,4,0,1,1,2057-04-10,0
15442,64,141256,7358,392,26,0,1,1,0,2057-04-11,0
15443,18,98152,21935,798,20,2,0,0,0,2057-04-12,1
15444,20,51928,20033,373,21,4,0,0,0,2057-04-13,0
15445,44,123166,18102,674,14,3,1,1,0,2057-04-14,1
15446,35,147481,18572,366,17,0,0,0,0,2057-04-15,0
15447,67,104595,6160,382,33,3,0,1,0,2057-04-16,0
15448,47,38323,6332,402,1,3,1,1,1,2057-04-17,0
15449,19,114685,6580,804,29,3,1,0,0,2057-04-18,1
15450,22,69165,20590,685,1,0,0,1,0,2057-04-19,1
15451,46,67993,23560,797,34,2,1,1,1,2057-04-20,1
15452,50,131318,16910,460,29,3,0,1,0,2057-04-21,0
15453,59,145938,12615,327,16,0,1,0,1,2057-04-22,0
15454,37,135433,36560,686,12,1,1,1,1,2057-04-23,0
15455,47,77314,22492,480,32,3,0,0,0,2057-04-24,0
15456,59,132819,9871,469,14,0,0,0,1,2057-04-25,0
15457,22,128506,5595,555,2,4,1,1,0,2057-04-26,0
15458,67,47189,27097,613,32,1,0,0,0,2057-04-27,1
15459,38,34640,6398,570,10,2,0,0,0,2057-04-28,0
15460,32,90106,37289,693,10,2,1,0,0,2057-04-29,0
15461,37,126013,45767,406,25,1,1,0,1,2057-04-30,0
15462,25,55714,9493,803,20,0,0,1,0,2057-05-01,1
15463,66,131115,18684,397,38,4,1,1,1,2057-05-02,0
15464,48,55950,2474,597,29,1,0,0,0,2057-05-03,0
15465,29,138174,46849,403,29,4,1,0,1,2057-05-04,0
15466,38,59332,43648,484,13,4,1,1,1,2057-05-05,0
15467,47,106426,12477,825,38,3,0,1,1,2057-05-06,1
15468,44,40462,22104,383,38,3,0,0,0,2057-05-07,0
15469,61,54675,43351,398,12,3,1,1,1,2057-05-08,0
15470,43,56759,21435,827,13,0,0,1,1,2057-05-09,1
15471,50,136335,11932,507,28,4,1,1,1,2057-05-10,0
15472,43,73928,24580,761,33,3,1,0,1,2057-05-11,1
15473,43,55431,34124,670,2,3,1,1,0,2057-05-12,0
15474,53,28127,32122,347,37,2,1,0,1,2057-05-13,0
15475,57,84010,14927,429,15,3,1,0,1,2057-05-14,0
15476,18,120186,22598,560,13,0,1,1,0,2057-05-15,0
15477,32,36712,41077,532,34,2,1,1,1,2057-05-16,0
15478,67,122671,40914,535,25,0,1,0,1,2057-05-17,0
15479,18,83501,46180,429,36,3,1,1,0,2057-05-18,0
15480,28,32462,43046,396,30,1,1,1,1,2057-05-19,0
15481,19,30397,31067,704,32,4,0,1,0,2057-05-20,0
15482,18,41101,31923,339,31,1,0,1,1,2057-05-21,0
15483,48,144567,27943,546,27,1,0,0,1,2057-05-22,0
15484,61,147209,7282,522,6,0,0,0,1,2057-05-23,0
15485,33,65196,43158,324,9,0,1,1,1,2057-05-24,0
15486,39,91136,17136,482,20,3,1,0,1,2057-05-25,0
15487,59,71318,2515,383,27,2,0,1,0,2057-05-26,0
15488,35,85917,32328,471,12,4,0,1,0,2057-05-27,0
15489,64,97320,22685,443,21,3,1,0,0,2057-05-28,0
15490,34,100560,36445,494,20,3,0,1,0,2057-05-29,0
15491,47,29625,20169,438,39,1,0,1,0,2057-05-30,0
15492,27,73296,17880,537,25,1,0,0,0,2057-05-31,0
15493,52,122185,24680,380,11,3,0,1,1,2057-06-01,0
15494,38,60876,23025,811,1,2,1,0,1,2057-06-02,1
15495,33,113553,2676,773,34,4,1,1,0,2057-06-03,1
15496,23,113516,18052,531,16,0,1,0,0,2057-06-04,0
15497,20,97972,35414,709,11,4,0,1,0,2057-06-05,0
15498,58,128700,22764,351,17,0,1,1,0,2057-06-06,0
15499,60,26747,29618,651,5,0,1,0,1,2057-06-07,0
15500,38,38583,49180,646,13,3,0,1,0,2057-06-08,0
15501,30,105452,4162,362,18,1,0,1,0,2057-06-09,0
15502,35,49047,39566,488,28,0,1,1,1,2057-06-10,0
15503,41,55497,5531,390,6,1,0,0,1,2057-06-11,0
15504,44,94323,3778,661,30,4,1,1,1,2057-06-12,1
15505,21,28038,15058,582,5,3,1,0,0,2057-06-13,0
15506,39,23910,46670,456,35,4,1,1,0,2057-06-14,0
15507,41,121800,12821,660,24,2,0,1,1,2057-06-15,1
15508,57,64079,26688,731,20,2,0,1,0,2057-06-16,1
15509,62,60270,23822,621,15,1,1,0,0,2057-06-17,1
15510,27,56568,20497,666,4,0,0,0,1,2057-06-18,1
15511,19,28162,30359,443,18,4,1,0,0,2057-06-19,0
15512,57,137324,11822,425,26,2,1,0,1,2057-06-20,0
15513,23,96798,32192,846,34,1,1,0,1,2057-06-21,0
15514,65,52298,33536,496,6,1,1,0,0,2057-06-22,0
15515,35,55591,14266,502,3,1,1,1,1,2057-06-23,0
15516,34,119796,35273,516,29,3,1,0,1,2057-06-24,0
15517,55,50270,46595,415,39,3,0,1,1,2057-06-25,0
15518,62,105236,1975,839,27,4,1,1,0,2057-06-26,1
15519,40,141463,13289,391,32,3,1,1,1,2057-06-27,0
15520,63,73054,20993,740,15,0,1,0,0,2057-06-28,1
15521,47,128805,18223,305,26,0,0,1,1,2057-06-29,0
15522,38,123241,43154,559,13,0,0,0,0,2057-06-30,0
15523,27,43801,16833,671,17,1,1,1,0,2057-07-01,1
15524,60,101392,23036,787,17,0,1,0,0,2057-07-02,1
15525,30,98899,44825,468,21,2,1,0,1,2057-07-03,0
15526,29,106504,48888,374,39,0,0,0,1,2057-07-04,0
15527,26,97588,23813,363,3,0,0,1,0,2057-07-05,0
15528,21,47789,7898,489,19,1,0,1,0,2057-07-06,0
15529,56,33683,30482,681,15,1,0,1,0,2057-07-07,0
15530,41,59162,5220,311,30,3,0,0,0,2057-07-08,0
15531,51,28172,32034,526,7,0,1,1,0,2057-07-09,0
15532,56,59225,33314,428,11,3,1,0,0,2057-07-10,0
15533,58,56064,21523,817,19,2,1,0,1,2057-07-11,1
15534,22,107704,12806,319,14,2,1,1,0,2057-07-12,0
15535,32,59991,43731,420,37,3,0,1,1,2057-07-13,0
15536,67,35698,11404,823,27,4,0,1,1,2057-07-14,0
15537,21,97320,29005,821,16,2,1,0,0,2057-07-15,1
15538,68,51472,37654,682,15,4,1,1,1,2057-07-16,0
15539,69,51726,44770,819,7,3,1,1,1,2057-07-17,0
15540,56,144403,16871,717,11,4,0,1,1,2057-07-18,1
15541,25,44548,30382,814,20,0,0,1,1,2057-07-19,0
15542,66,113667,12482,348,29,1,0,1,1,2057-07-20,0
15543,62,97987,34433,413,23,3,0,1,1,2057-07-21,0
15544,41,58328,7327,466,35,4,0,1,1,2057-07-22,0
15545,45,37358,43366,845,32,4,0,1,0,2057-07-23,0
15546,60,26276,38304,701,11,2,1,1,0,2057-07-24,0
15547,44,26224,13864,351,25,3,0,1,0,2057-07-25,0
15548,18,75645,32098,566,3,1,0,0,1,2057-07-26,0
15549,51,70822,40585,579,18,3,1,1,1,2057-07-27,0
15550,34,147109,49799,818,37,0,1,0,0,2057-07-28,0
15551,54,125422,47549,370,26,1,1,0,1,2057-07-29,0
15552,55,93720,15386,643,39,0,0,0,1,2057-07-30,1
15553,43,41555,46331,798,1,1,1,0,0,2057-07-31,0
15554,41,75789,45985,843,4,1,1,0,0,2057-08-01,0
15555,56,83689,10051,764,14,2,0,1,0,2057-08-02,1
15556,38,57573,4628,331,36,2,0,1,1,2057-08-03,0
15557,47,75913,44122,727,37,1,1,0,0,2057-08-04,0
15558,64,81238,33110,535,34,3,1,1,0,2057-08-05,0
15559,68,137491,48124,606,15,1,0,1,0,2057-08-06,0
15560,65,46107,46585,418,8,2,0,1,0,2057-08-07,0
15561,30,40200,4342,337,21,1,1,0,0,2057-08-08,0
15562,54,35308,3953,463,26,0,0,0,0,2057-08-09,0
15563,20,90669,25794,737,11,0,1,0,1,2057-08-10,1
15564,49,99232,27942,635,4,3,1,1,1,2057-08-11,1
15565,52,99584,23993,324,38,0,1,0,1,2057-08-12,0
15566,36,85234,29792,328,23,3,0,0,1,2057-08-13,0
15567,31,35560,17445,326,33,0,1,1,1,2057-08-14,0
15568,65,30404,3021,813,13,1,0,1,0,2057-08-15,0
15569,39,32848,2005,820,20,1,0,0,0,2057-08-16,0
15570,34,138767,37275,711,5,0,0,1,0,2057-08-17,0
15571,21,142763,14186,702,38,0,1,0,0,2057-08-18,1
15572,62,117412,41064,807,19,1,0,1,1,2057-08-19,0
15573,57,94309,30941,570,21,0,0,1,1,2057-08-20,0
15574,36,101779,27633,557,35,2,0,0,0,2057-08-21,0
15575,54,91798,1576,373,39,2,1,1,0,2057-08-22,0
15576,19,93354,12247,778,33,1,0,0,1,2057-08-23,1
15577,32,36114,40670,320,33,2,0,1,1,2057-08-24,0
15578,19,100564,16776,618,31,4,1,0,0,2057-08-25,1
15579,28,105477,25924,498,3,2,1,1,1,2057-08-26,0
15580,62,142038,28042,817,28,1,1,0,0,2057-08-27,1
15581,40,80873,26778,620,17,4,1,0,0,2057-08-28,1
15582,27,120686,21533,662,20,4,0,1,0,2057-08-29,1
15583,20,107601,17702,430,21,1,0,0,0,2057-08-30,0
15584,22,148692,30741,509,7,2,0,1,1,2057-08-31,0
15585,20,80028,5525,314,22,4,0,1,1,2057-09-01,0
15586,55,102150,28000,678,11,1,1,1,0,2057-09-02,1
15587,30,124758,41113,697,16,2,1,1,1,2057-09-03,0
15588,59,38267,44526,848,35,3,0,1,1,2057-09-04,0
15589,36,81442,41531,801,38,4,0,0,0,2057-09-05,0
15590,57,95639,40402,572,28,0,0,1,0,2057-09-06,0
15591,67,91567,19133,414,27,4,1,0,0,2057-09-07,0
15592,52,78028,30929,571,8,1,0,1,1,2057-09-08,0
15593,41,89712,3059,584,17,0,0,1,1,2057-09-09,0
15594,41,30147,15885,515,16,0,1,1,1,2057-09-10,0
15595,34,144178,44870,319,17,4,0,1,0,2057-09-11,0
15596,57,122787,17364,448,13,1,1,1,0,2057-09-12,0
15597,27,74074,25212,671,31,3,1,1,1,2057-09-13,1
15598,19,54136,29054,682,17,2,1,1,1,2057-09-14,1
15599,61,87802,32198,410,12,2,1,0,0,2057-09-15,0
15600,40,37035,12179,694,28,0,1,0,1,2057-09-16,0
15601,23,120414,21139,610,38,0,1,1,1,2057-09-17,1
15602,19,34775,22469,336,25,0,1,0,1,2057-09-18,0
15603,38,55866,23741,693,21,3,1,1,0,2057-09-19,1
15604,52,22755,11988,572,30,2,1,1,0,2057-09-20,0
15605,66,60316,26620,657,0,4,0,1,0,2057-09-21,1
15606,46,81079,22352,451,15,2,0,0,0,2057-09-22,0
15607,24,105968,33603,749,24,4,1,1,0,2057-09-23,0
15608,46,115995,1444,589,11,2,1,0,0,2057-09-24,0
15609,54,99095,5815,523,11,3,0,1,1,2057-09-25,0
15610,40,37561,36026,387,30,2,0,1,1,2057-09-26,0
15611,50,145137,32383,540,10,0,1,0,0,2057-09-27,0
15612,25,100917,9298,521,0,4,1,0,1,2057-09-28,0
15613,29,60517,26246,761,5,3,1,0,1,2057-09-29,1
15614,63,45618,7660,613,4,1,1,1,0,2057-09-30,1
15615,65,38940,4536,423,18,0,1,0,1,2057-10-01,0
15616,27,31876,20136,681,31,0,0,1,1,2057-10-02,0
15617,32,67777,10892,555,4,3,0,1,0,2057-10-03,0
15618,41,75946,32007,555,10,2,1,1,0,2057-10-04,0
15619,43,31127,17065,392,28,2,1,1,1,2057-10-05,0
15620,64,62583,29449,799,6,2,1,0,0,2057-10-06,1
15621,59,27596,22532,797,26,3,1,0,1,2057-10-07,0
15622,56,38468,20573,383,27,1,1,1,0,2057-10-08,0
15623,20,145334,5228,499,19,1,1,1,1,2057-10-09,0
15624,19,38855,33925,515,13,1,1,1,0,2057-10-10,0
15625,23,106698,12436,747,31,0,0,0,1,2057-10-11,1
15626,38,50467,25209,303,16,4,1,1,1,2057-10-12,0
15627,26,104305,27957,821,27,4,1,0,1,2057-10-13,1
15628,27,28157,41356,505,23,2,1,1,1,2057-10-14,0
15629,53,127790,6379,373,10,1,0,1,0,2057-10-15,0
15630,20,130564,20312,778,28,3,0,0,1,2057-10-16,1
15631,58,20918,14869,773,24,0,0,1,1,2057-10-17,0
15632,41,100638,29539,768,22,3,0,0,0,2057-10-18,1
15633,39,24747,49002,377,12,3,1,1,0,2057-10-19,0
15634,66,115811,15132,338,21,2,1,1,0,2057-10-20,0
15635,31,62563,41599,497,30,3,1,1,0,2057-10-21,0
15636,59,113107,40777,699,5,0,0,0,0,2057-10-22,0
15637,62,85192,17519,623,32,3,1,1,0,2057-10-23,1
15638,61,140424,21695,437,31,3,0,0,1,2057-10-24,0
15639,44,41965,7607,660,15,3,0,1,1,2057-10-25,1
15640,50,80730,39533,824,24,0,0,0,1,2057-10-26,0
15641,39,70233,32967,598,34,4,0,1,1,2057-10-27,0
15642,46,94103,31438,416,34,2,0,0,0,2057-10-28,0
15643,36,126170,43837,823,16,0,1,0,0,2057-10-29,0
15644,36,44007,8662,422,18,0,1,1,1,2057-10-30,0
15645,23,92086,49840,779,2,3,0,0,0,2057-10-31,0
15646,62,127904,34809,637,25,3,0,0,1,2057-11-01,0
15647,36,104023,6323,545,18,0,1,1,1,2057-11-02,0
15648,30,51194,44354,602,39,2,0,0,0,2057-11-03,0
15649,43,107555,29779,675,30,0,1,0,1,2057-11-04,1
15650,39,42300,28046,658,15,2,0,0,1,2057-11-05,1
15651,38,44592,35670,648,14,0,0,1,1,2057-11-06,0
15652,53,118736,2536,427,32,0,0,1,0,2057-11-07,0
15653,19,73202,44022,751,21,4,1,0,1,2057-11-08,0
15654,64,53004,49781,541,12,2,1,1,0,2057-11-09,0
15655,61,85842,21044,677,33,3,1,1,0,2057-11-10,1
15656,47,75033,29782,358,14,2,1,1,0,2057-11-11,0
15657,44,98256,9308,336,11,2,0,0,1,2057-11-12,0
15658,24,118327,45913,783,19,2,1,1,1,2057-11-13,0
15659,37,149011,20523,407,24,1,1,0,1,2057-11-14,0
15660,67,74571,23311,410,31,2,0,1,1,2057-11-15,0
15661,48,83091,41850,823,10,4,0,1,0,2057-11-16,0
15662,40,129805,10706,700,22,2,1,0,1,2057-11-17,1
15663,30,127509,32335,790,34,1,1,0,0,2057-11-18,0
15664,34,69832,13414,538,33,4,0,0,0,2057-11-19,0
15665,21,144728,49713,771,32,3,1,1,1,2057-11-20,0
15666,31,54283,43108,460,28,1,0,0,0,2057-11-21,0
15667,37,37335,29929,695,27,0,1,1,1,2057-11-22,0
15668,30,25407,44358,461,12,4,0,1,1,2057-11-23,0
15669,20,20414,18195,494,36,4,1,1,0,2057-11-24,0
15670,43,123152,12512,712,35,0,0,0,0,2057-11-25,1
15671,43,111535,6637,432,19,4,1,1,0,2057-11-26,0
15672,35,139199,12306,849,26,4,0,1,1,2057-11-27,1
15673,49,90507,37604,832,36,4,1,0,1,2057-11-28,0
15674,31,35145,35194,358,35,3,0,0,1,2057-11-29,0
15675,64,24985,48249,342,0,4,1,0,0,2057-11-30,0
15676,20,109889,41221,531,9,3,1,1,0,2057-12-01,0
15677,18,27650,33966,617,0,2,1,1,1,2057-12-02,0
15678,43,107290,33144,466,39,4,0,1,0,2057-12-03,0
15679,41,98500,29276,493,20,3,1,0,0,2057-12-04,0
15680,66,63407,3228,814,20,1,1,1,0,2057-12-05,1
15681,52,51572,9131,672,27,0,0,1,1,2057-12-06,1
15682,31,79532,21610,529,0,3,0,0,0,2057-12-07,0
15683,20,108441,18150,638,6,0,0,1,0,2057-12-08,1
15684,30,113303,18816,662,9,4,0,0,1,2057-12-09,1
15685,64,107377,33931,760,17,3,1,1,0,2057-12-10,0
